"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
0.461081238695814,0.461081238695871,0.46108123869591,0.436079688635087,0.436153958639073,0.436079688640044,0.461081238695758,0.46108123869582,0.461026082908014,0.461053795359372,0.461170402878588,0.461081238695891,0.43607968862635,0.436079688637792,0.461081238695879
-0.894728144878704,-0.89472814487868,-0.894728144878633,-2.17204788592839,-2.17197781933818,-2.17205208933067,-0.894903856790382,-0.894728144878676,-0.894783300666427,-0.894728144878665,-0.89463898069594,-0.894728144878684,-2.17169631958528,-2.17205208933082,-0.894728144878687
2.72344252943052,2.72345344130943,2.72338788122295,-2.76616065506519,-2.76625440870566,-2.76641880774924,2.72342452566891,2.72343801118662,2.72337248897324,2.72340657420253,2.72342446840102,2.72343776609906,-2.76638469931585,-2.76584305230954,2.72331805852728
1.55316022185293,1.55317292834377,1.55319273029461,0.0849171795859722,0.084915710289734,0.083216865423036,1.55297905578807,1.55322974151294,1.55316473125538,1.55321657690586,1.55329564922897,1.5532293509836,0.0850099476181126,0.0850287300340189,1.55323362113286
-0.305885527045045,-0.305782955264078,-0.305884385407857,-0.284626492498256,-0.284771602662114,-0.282576765461677,-0.305452276912414,-0.305772295181886,-0.305773680827389,-0.305829349852968,-0.305833074171005,-0.305794806113072,-0.283984621799002,-0.284519627187199,-0.305780596163243
1.9098057143175,1.90998632587289,1.91002817651055,0.020079346259463,0.0200793462587646,0.0175201081520722,1.90981061394593,1.9099219021293,1.90998632587313,1.90998632587291,1.90998632587292,1.90997119798155,0.0200793462549187,0.0200793462630464,1.90991377337808
0.217786229945113,0.217966841500371,0.21796684150035,-0.405833185237106,-0.40576311864618,-0.408396626764356,0.217966841500478,0.217902417756354,0.217966841500482,0.217966841500332,0.218056005687274,0.217951713608817,-0.405481619229536,-0.405989537150345,0.217966841500297
-0.791819123653378,-0.791869582102274,-0.791777273015379,-0.739555950418835,-0.739555950419602,-0.739555950433833,-0.791819123653226,-0.791819123653284,-0.791819123653187,-0.791846566982981,-0.791729959466214,-0.791819123653242,-0.739555950428712,-0.73955595041728,-0.791891676148065
0.648511579021416,0.64869219057678,0.648734041214571,2.21127237656809,2.2113424431573,2.21126817314941,0.648516478650563,0.648692190576717,0.64869219057689,0.648664747247124,0.648692190576824,0.648692190576799,2.21162394258992,2.21126817315547,0.648692190576783
1.95661972589148,1.95680189973387,1.95681117645641,-0.972787780593993,-0.972879749151854,-0.973373350075137,1.95674309226721,1.95689683778164,1.95697770212193,1.95681181292747,1.95673324256826,1.95684320589041,-0.972646532354015,-0.972710211377608,1.956719123399
0.0807638345229119,0.0807506745255848,0.0807173180375489,0.131605357081264,0.131560520651823,0.130886602796482,0.0808191151160739,0.0806730655943969,0.0807484065444924,0.0807058873944354,0.0807802824814754,0.0807107836902137,0.131838374248606,0.131523331361588,0.0805834183139492
-0.0658257763704637,-0.0658806661050569,-0.0658715950216807,0.764075066820868,0.76402487235445,0.767111300541893,-0.0657853377926261,-0.0658447887951437,-0.0658255233684135,-0.0659133014135567,-0.065831813912287,-0.0659056795569662,0.764085687594516,0.763842349555821,-0.0658909203281086
-0.140180256764084,-0.1401603924669,-0.140180607469984,-0.676107756533754,-0.676068077813733,-0.674089986209454,-0.140273173162602,-0.140179792894313,-0.140126356729259,-0.14015122747553,-0.140056041102631,-0.140179080431634,-0.676475184657947,-0.676177524634648,-0.140196606570386
1.96158168235772,1.96163597651111,1.9615912782521,-1.32524869141612,-1.32517893781518,-1.32691510405024,1.96138853168362,1.96151984057314,1.961544945687,1.96159236891968,1.96157376949643,1.96158249152132,-1.32574164094677,-1.32519934898603,1.96156125342262
1.30160934118235,1.30167494835734,1.30166531114305,-0.00204435138013165,-0.0020241257746621,-0.000617161077081263,1.3017316850734,1.30162619475735,1.3017120655429,1.30171071606295,1.30166279844279,1.30170174083147,-0.0020494254290841,-0.00191945431739332,1.30175638184615
0.43607968863094,0.461081238695804,0.461128654985258,0.43611853722096,0.461018497041467,0.435536576127672,0.461014489269868,0.46100813845515,0.461081238695891,0.461081238695853,0.461029757413965,0.461081238695797,0.461104446319856,0.436133757008548,0.46100043186725
-2.17205208933531,-0.894728144878677,-0.894728144878681,-2.17205208932597,-0.894728144878677,-2.17259520184065,-0.894794894304544,-0.894801245119173,-0.894822994372767,-0.894728144878702,-0.894728144878682,-0.894728144878698,-0.894728144878652,-2.17199802096834,-0.89472814487882
-2.76664481222102,2.72330536395609,2.72334707253757,-2.76619387437393,2.72342868814759,-2.76686619589079,2.72340978696228,2.72341002223699,2.72337313783288,2.72339290985176,2.72343769941317,2.72344739763119,2.72344546398407,-2.76606941609904,2.72346845723333
0.0846941093095813,1.55317556048139,1.5531735913194,0.084909456438117,1.55310731121455,0.084861379662222,1.55326633506221,1.5531725757643,1.55339054839206,1.5532187395101,1.55317993346796,1.55326818478249,1.55321522599373,0.0849499344556732,1.55323075314224
-0.284750608029741,-0.305690675518879,-0.305838678881588,-0.284677057560255,-0.305838240167123,-0.284253064853109,-0.305789220981134,-0.305730567597935,-0.30579518846686,-0.305661210911167,-0.305812859373887,-0.305731686138256,-0.305785210792181,-0.284625565091925,-0.305887089150745
0.0203031941560318,1.90998632587289,1.91003374216213,0.0201181950051021,1.90998632587287,0.0200793462561641,1.90991957644728,1.90998632587301,1.90998632587288,1.90988884447567,1.90998632587289,1.90990852338421,1.90998632587314,0.0201334146558438,1.90990551903804
