q_c_seed,aa,tau,l1,l2,l3,cdist,ci_prob_mean,mse,sc
1,1.2,0,0.3,0.1,0.1,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,0.2,0.1,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,0.5,0.1,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,1,0.1,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,5,0.1,1.1409603581219054,0.7926645536899514,0.6370706935550674,0.7735175879396985
1,1.2,0,0.3,0.1,0.2,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,0.2,0.2,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,0.5,0.2,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,1,0.2,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,5,0.2,1.1409603581219003,0.7926645536899557,0.6370706935550442,0.7735175879396985
1,1.2,0,0.3,0.1,0.5,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,0.2,0.5,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,0.5,0.5,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,1,0.5,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,5,0.5,1.1409603581218897,0.7926645536899648,0.6370706935549957,0.7735175879396985
1,1.2,0,0.3,0.1,1,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,0.2,1,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,0.5,1,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
1,1.2,0,0.3,1,1,1.4085055171457215,0.8269943143654104,1.180409716573296,0.7018090452261306
