q_c_seed,aa,tau,l1,l2,l3,cdist,ci_prob_mean,mse,sc
1,1.2,0.9,0.3,0.2,5,0.02734277131223153,0.7548872124505969,0.1922325302225033,0.8441708542713567
1,1.2,0.9,0.3,0.5,5,0.02734277131223153,0.7548872124505969,0.1922325302225033,0.8441708542713567
1,1.2,0.9,0.3,1,5,0.02734277131223153,0.7548872124505969,0.1922325302225033,0.8441708542713567
1,1.2,0.9,0.3,5,5,0.17237917531485514,0.5165287629547932,1.7292799300049297,0.6907035175879397
1,1.2,1.2,0.3,0.1,0.1,0.053914122354982004,0.7365967367712125,0.20426085881751738,0.8421608040201005
1,1.2,1.2,0.3,0.2,0.1,0.053914122354982004,0.7365967367712125,0.20426085881751738,0.8421608040201005
1,1.2,1.2,0.3,0.5,0.1,0.053914122354982004,0.7365967367712125,0.20426085881751738,0.8421608040201005
1,1.2,1.2,0.3,1,0.1,0.053914122354982004,0.7365967367712125,0.20426085881751738,0.8421608040201005
1,1.2,1.2,0.3,5,0.1,0.172447495588574,0.515654322221913,1.7301353768265757,0.6907035175879397
1,1.2,1.2,0.3,0.1,0.2,0.053914122354982004,0.7365967367712125,0.20426085881751738,0.8421608040201005
1,1.2,1.2,0.3,0.2,0.2,0.053914122354982004,0.7365967367712125,0.20426085881751738,0.8421608040201005
1,1.2,1.2,0.3,0.5,0.2,0.053914122354982004,0.7365967367712125,0.20426085881751738,0.8421608040201005
1,1.2,1.2,0.3,1,0.2,0.053914122354982004,0.7365967367712125,0.20426085881751738,0.8421608040201005
1,1.2,1.2,0.3,5,0.2,0.17244749619948582,0.5156533977495864,1.7301353741052525,0.6907035175879397
1,1.2,1.2,0.3,0.1,0.5,0.05247629583245867,0.7382671959764283,0.19061306085238397,0.8489949748743718
1,1.2,1.2,0.3,0.2,0.5,0.05247629583245867,0.7382671959764283,0.19061306085238397,0.8489949748743718
1,1.2,1.2,0.3,0.5,0.5,0.05247629583245867,0.7382671959764283,0.19061306085238397,0.8489949748743718
1,1.2,1.2,0.3,1,0.5,0.05247629583245867,0.7382671959764283,0.19061306085238397,0.8489949748743718
1,1.2,1.2,0.3,5,0.5,0.1724462385039045,0.5048198642696884,1.7301038826165938,0.6907035175879397
1,1.2,1.2,0.3,0.1,1,0.030200992781058884,0.7514161459382318,0.20684093466665812,0.8437688442211055
1,1.2,1.2,0.3,0.2,1,0.030200992781058884,0.7514161459382318,0.20684093466665812,0.8437688442211055
1,1.2,1.2,0.3,0.5,1,0.030200992781058884,0.7514161459382318,0.20684093466665812,0.8437688442211055
1,1.2,1.2,0.3,1,1,0.030200992781058884,0.7514161459382318,0.20684093466665812,0.8437688442211055
1,1.2,1.2,0.3,5,1,0.1724452274972058,0.518186217541208,1.73005274173578,0.6907035175879397
1,1.2,1.2,0.3,0.1,5,0.0020368979820966798,0.7210683305783573,0.02150155064722094,0.9271859296482412
1,1.2,1.2,0.3,0.2,5,0.0020368979820966798,0.7210683305783573,0.02150155064722094,0.9271859296482412
1,1.2,1.2,0.3,0.5,5,0.0020368979820966798,0.7210683305783573,0.02150155064722094,0.9271859296482412
1,1.2,1.2,0.3,1,5,0.0020368979820966798,0.7210683305783573,0.02150155064722094,0.9271859296482412
1,1.2,1.2,0.3,5,5,0.17245156738675585,0.5171765296720748,1.7301616288411958,0.6907035175879397
1,1.2,1.2,0.3,5,5,0.17245156738675585,0.5171765296720748,1.7301616288411958,0.6907035175879397
