dt_seed,q_c_seed,aa,tau,l1,l2,l3,cdist,ci_prob_mean,mse,sc
9,9,1.2,0.5,0.3,0.1,4,1.204790547,0.793775277,0.866381502,0.766934673
9,10,1.2,0.5,0.3,0.1,4,0.005444171,0.716216342,0.203164957,0.834422111
9,1,1.2,0.5,0.3,0.2,4,0.005444971,0.716216358,0.203154101,0.834422111
9,2,1.2,0.5,0.3,0.2,4,0.0054447,0.716220325,0.203146281,0.834422111
9,3,1.2,0.5,0.3,0.2,4,0.005445831,0.716222236,0.2031495,0.834422111
9,4,1.2,0.5,0.3,0.2,4,1.187026208,0.824462236,0.863833859,0.764271357
9,5,1.2,0.5,0.3,0.2,4,1.520482751,0.832798344,2.750314772,0.660251256
9,6,1.2,0.5,0.3,0.2,4,0.005446863,0.716214837,0.203171507,0.834422111
9,7,1.2,0.5,0.3,0.2,4,1.206480372,0.736815726,0.901964539,0.742763819
9,8,1.2,0.5,0.3,0.2,4,0.005444021,0.716223073,0.203143046,0.834422111
9,9,1.2,0.5,0.3,0.2,4,1.204790547,0.793775277,0.866381502,0.766934673
9,10,1.2,0.5,0.3,0.2,4,0.005444171,0.716216342,0.203164957,0.834422111
9,1,1.2,0.5,0.3,0.5,4,0.005444971,0.716216358,0.203154101,0.834422111
9,2,1.2,0.5,0.3,0.5,4,0.0054447,0.716220325,0.203146281,0.834422111
9,3,1.2,0.5,0.3,0.5,4,0.005445831,0.716222236,0.2031495,0.834422111
9,4,1.2,0.5,0.3,0.5,4,1.187026208,0.824462236,0.863833859,0.764271357
9,5,1.2,0.5,0.3,0.5,4,1.520482751,0.832798344,2.750314772,0.660251256
9,6,1.2,0.5,0.3,0.5,4,0.005446863,0.716214837,0.203171507,0.834422111
9,7,1.2,0.5,0.3,0.5,4,1.206482707,0.736349143,0.901966293,0.742763819
9,8,1.2,0.5,0.3,0.5,4,0.005444021,0.716223073,0.203143046,0.834422111
9,9,1.2,0.5,0.3,0.5,4,1.206399825,0.774369618,0.877174973,0.768090452
9,10,1.2,0.5,0.3,0.5,4,0.005444171,0.716216342,0.203164957,0.834422111
9,1,1.2,0.5,0.3,1,4,0.005444971,0.716216358,0.203154101,0.834422111
9,2,1.2,0.5,0.3,1,4,0.0054447,0.716220325,0.203146281,0.834422111
9,3,1.2,0.5,0.3,1,4,0.005445831,0.716222236,0.2031495,0.834422111
9,4,1.2,0.5,0.3,1,4,1.187026208,0.824462236,0.863833859,0.764271357
9,5,1.2,0.5,0.3,1,4,1.520482751,0.832798344,2.750314772,0.660251256
9,6,1.2,0.5,0.3,1,4,0.005446863,0.716214837,0.203171507,0.834422111
9,7,1.2,0.5,0.3,1,4,1.206482351,0.736075506,0.901966208,0.742763819
9,8,1.2,0.5,0.3,1,4,0.005444021,0.716223073,0.203143046,0.834422111
9,9,1.2,0.5,0.3,1,4,1.206440736,0.739066246,0.901997467,0.742763819
9,10,1.2,0.5,0.3,1,4,0.005444171,0.716216342,0.203164957,0.834422111
9,1,1.2,1,0.3,0.1,1,0.005469675,0.716175722,0.203081314,0.834422111
9,2,1.2,1,0.3,0.1,1,0.005472878,0.716197793,0.203043535,0.834422111
9,3,1.2,1,0.3,0.1,1,0.005502866,0.716153196,0.203214694,0.834422111
9,4,1.2,1,0.3,0.1,1,0.986431758,0.808259438,0.82599157,0.761457286
9,5,1.2,1,0.3,0.1,1,0.62169989,0.773621454,0.812529193,0.731658291
9,6,1.2,1,0.3,0.1,1,0.005505683,0.716126722,0.203346572,0.834422111
9,7,1.2,1,0.3,0.1,1,1.205819961,0.737683296,0.902177158,0.742763819
9,8,1.2,1,0.3,0.1,1,0.005463419,0.716242723,0.203002472,0.834422111
9,9,1.2,1,0.3,0.1,1,1.219470214,0.818733018,0.86194881,0.760552764
9,10,1.2,1,0.3,0.1,1,0.005452896,0.716178236,0.203177404,0.834422111
9,1,1.2,1,0.3,0.2,1,0.005469675,0.716175722,0.203081314,0.834422111
9,2,1.2,1,0.3,0.2,1,0.005472878,0.716197793,0.203043535,0.834422111
9,3,1.2,1,0.3,0.2,1,0.005502866,0.716153196,0.203214694,0.834422111
9,4,1.2,1,0.3,0.2,1,0.986431758,0.808259438,0.82599157,0.761457286
9,5,1.2,1,0.3,0.2,1,0.62169989,0.773621454,0.812529193,0.731658291
9,6,1.2,1,0.3,0.2,1,0.005505683,0.716126722,0.203346572,0.834422111
9,7,1.2,1,0.3,0.2,1,1.205842396,0.73598394,0.902175055,0.742763819
9,8,1.2,1,0.3,0.2,1,0.005463419,0.716242723,0.203002472,0.834422111
9,9,1.2,1,0.3,0.2,1,1.219470214,0.818733018,0.86194881,0.760552764
9,10,1.2,1,0.3,0.2,1,0.005452896,0.716178236,0.203177404,0.834422111
9,1,1.2,1,0.3,0.5,1,0.005469675,0.716175722,0.203081314,0.834422111
9,2,1.2,1,0.3,0.5,1,0.005472878,0.716197793,0.203043535,0.834422111
9,3,1.2,1,0.3,0.5,1,0.005502866,0.716153196,0.203214694,0.834422111
9,4,1.2,1,0.3,0.5,1,0.986431758,0.808259438,0.82599157,0.761457286
9,5,1.2,1,0.3,0.5,1,0.62169989,0.773621454,0.812529193,0.731658291
9,6,1.2,1,0.3,0.5,1,0.005505683,0.716126722,0.203346572,0.834422111
9,7,1.2,1,0.3,0.5,1,1.205847242,0.737679158,0.902180981,0.742763819
9,8,1.2,1,0.3,0.5,1,0.005463419,0.716242723,0.203002472,0.834422111
9,9,1.2,1,0.3,0.5,1,1.219470214,0.818733018,0.86194881,0.760552764
9,10,1.2,1,0.3,0.5,1,0.005452896,0.716178236,0.203177404,0.834422111
9,1,1.2,1,0.3,0.1,2,0.005469675,0.716175722,0.203081314,0.834422111
9,2,1.2,1,0.3,0.1,2,0.005472878,0.716197793,0.203043535,0.834422111
9,3,1.2,1,0.3,0.1,2,0.005502866,0.716153196,0.203214694,0.834422111
9,4,1.2,1,0.3,0.1,2,1.199632282,0.824430114,0.859183847,0.763015075
9,5,1.2,1,0.3,0.1,2,0.62169989,0.773621454,0.812529193,0.731658291
9,6,1.2,1,0.3,0.1,2,0.005505683,0.716126722,0.203346572,0.834422111
9,7,1.2,1,0.3,0.1,2,1.205819849,0.73767391,0.902177049,0.742763819
9,8,1.2,1,0.3,0.1,2,0.005463419,0.716242723,0.203002472,0.834422111
9,9,1.2,1,0.3,0.1,2,1.219470214,0.818733018,0.86194881,0.760552764
9,10,1.2,1,0.3,0.1,2,0.005452896,0.716178236,0.203177404,0.834422111
9,1,1.2,1,0.3,0.2,2,0.005469675,0.716175722,0.203081314,0.834422111
9,2,1.2,1,0.3,0.2,2,0.005472878,0.716197793,0.203043535,0.834422111
9,3,1.2,1,0.3,0.2,2,0.005502866,0.716153196,0.203214694,0.834422111
9,4,1.2,1,0.3,0.2,2,1.199632282,0.824430114,0.859183847,0.763015075
9,5,1.2,1,0.3,0.2,2,0.62169989,0.773621454,0.812529193,0.731658291
9,6,1.2,1,0.3,0.2,2,0.005505683,0.716126722,0.203346572,0.834422111
9,7,1.2,1,0.3,0.2,2,1.205842286,0.735977556,0.902174875,0.742763819
9,8,1.2,1,0.3,0.2,2,0.005463419,0.716242723,0.203002472,0.834422111
9,9,1.2,1,0.3,0.2,2,1.219470214,0.818733018,0.86194881,0.760552764
9,10,1.2,1,0.3,0.2,2,0.005452896,0.716178236,0.203177404,0.834422111
9,1,1.2,1,0.3,0.5,2,0.005469675,0.716175722,0.203081314,0.834422111
9,2,1.2,1,0.3,0.5,2,0.005472878,0.716197793,0.203043535,0.834422111
9,3,1.2,1,0.3,0.5,2,0.005502866,0.716153196,0.203214694,0.834422111
9,4,1.2,1,0.3,0.5,2,1.199632282,0.824430114,0.859183847,0.763015075
9,5,1.2,1,0.3,0.5,2,0.62169989,0.773621454,0.812529193,0.731658291
9,6,1.2,1,0.3,0.5,2,0.005505683,0.716126722,0.203346572,0.834422111
9,7,1.2,1,0.3,0.5,2,1.205849565,0.735886428,0.902179044,0.742763819
9,8,1.2,1,0.3,0.5,2,0.005463419,0.716242723,0.203002472,0.834422111
9,9,1.2,1,0.3,0.5,2,1.219470214,0.818733018,0.86194881,0.760552764
9,10,1.2,1,0.3,0.5,2,0.005452896,0.716178236,0.203177404,0.834422111
9,1,1.2,1,0.3,1,2,0.005469675,0.716175722,0.203081314,0.834422111
9,2,1.2,1,0.3,1,2,0.005472878,0.716197793,0.203043535,0.834422111
9,3,1.2,1,0.3,1,2,0.005502866,0.716153196,0.203214694,0.834422111
9,4,1.2,1,0.3,1,2,1.199632282,0.824430114,0.859183847,0.763015075
9,5,1.2,1,0.3,1,2,0.62169989,0.773621454,0.812529193,0.731658291
9,6,1.2,1,0.3,1,2,0.005505683,0.716126722,0.203346572,0.834422111
9,7,1.2,1,0.3,1,2,1.20585219,0.734832275,0.902180849,0.742763819
9,8,1.2,1,0.3,1,2,0.005463419,0.716242723,0.203002472,0.834422111
9,9,1.2,1,0.3,1,2,1.205526608,0.760627823,0.884814938,0.756633166
9,10,1.2,1,0.3,1,2,0.005452896,0.716178236,0.203177404,0.834422111
9,1,1.2,1,0.3,0.1,4,0.005469675,0.716175722,0.203081314,0.834422111
9,2,1.2,1,0.3,0.1,4,0.005472878,0.716197793,0.203043535,0.834422111
9,3,1.2,1,0.3,0.1,4,0.005502866,0.716153196,0.203214694,0.834422111
9,4,1.2,1,0.3,0.1,4,1.199350058,0.824433486,0.859176448,0.763015075
9,5,1.2,1,0.3,0.1,4,1.501651308,0.835189975,2.761061474,0.649497487
9,6,1.2,1,0.3,0.1,4,0.005505683,0.716126722,0.203346572,0.834422111
9,7,1.2,1,0.3,0.1,4,1.205819849,0.73767391,0.902177049,0.742763819
9,8,1.2,1,0.3,0.1,4,0.005463419,0.716242723,0.203002472,0.834422111
9,9,1.2,1,0.3,0.1,4,1.219470214,0.818733018,0.86194881,0.760552764
9,10,1.2,1,0.3,0.1,4,0.005452896,0.716178236,0.203177404,0.834422111
9,1,1.2,1,0.3,0.2,4,0.005469675,0.716175722,0.203081314,0.834422111
9,2,1.2,1,0.3,0.2,4,0.005472878,0.716197793,0.203043535,0.834422111
9,3,1.2,1,0.3,0.2,4,0.005502866,0.716153196,0.203214694,0.834422111
9,4,1.2,1,0.3,0.2,4,1.199350058,0.824433486,0.859176448,0.763015075
9,5,1.2,1,0.3,0.2,4,1.501651308,0.835189975,2.761061474,0.649497487
9,6,1.2,1,0.3,0.2,4,0.005505683,0.716126722,0.203346572,0.834422111
9,7,1.2,1,0.3,0.2,4,1.205842286,0.735977556,0.902174875,0.742763819
9,8,1.2,1,0.3,0.2,4,0.005463419,0.716242723,0.203002472,0.834422111
9,9,1.2,1,0.3,0.2,4,1.219470214,0.818733018,0.86194881,0.760552764
9,10,1.2,1,0.3,0.2,4,0.005452896,0.716178236,0.203177404,0.834422111
9,1,1.2,1,0.3,0.5,4,0.005469675,0.716175722,0.203081314,0.834422111
9,2,1.2,1,0.3,0.5,4,0.005472878,0.716197793,0.203043535,0.834422111
9,3,1.2,1,0.3,0.5,4,0.005502866,0.716153196,0.203214694,0.834422111
9,4,1.2,1,0.3,0.5,4,1.199350058,0.824433486,0.859176448,0.763015075
9,5,1.2,1,0.3,0.5,4,1.501651308,0.835189975,2.761061474,0.649497487
9,6,1.2,1,0.3,0.5,4,0.005505683,0.716126722,0.203346572,0.834422111
9,7,1.2,1,0.3,0.5,4,1.205850259,0.734793557,0.902178589,0.742763819
9,8,1.2,1,0.3,0.5,4,0.005463419,0.716242723,0.203002472,0.834422111
9,9,1.2,1,0.3,0.5,4,1.219470214,0.818733018,0.86194881,0.760552764
9,10,1.2,1,0.3,0.5,4,0.005452896,0.716178236,0.203177404,0.834422111
9,1,1.2,1,0.3,1,4,0.005469675,0.716175722,0.203081314,0.834422111
9,2,1.2,1,0.3,1,4,0.005472878,0.716197793,0.203043535,0.834422111
9,3,1.2,1,0.3,1,4,0.005502866,0.716153196,0.203214694,0.834422111
9,4,1.2,1,0.3,1,4,1.199350058,0.824433486,0.859176448,0.763015075
9,5,1.2,1,0.3,1,4,1.501651308,0.835189975,2.761061474,0.649497487
9,6,1.2,1,0.3,1,4,0.005505683,0.716126722,0.203346572,0.834422111
9,7,1.2,1,0.3,1,4,1.205852296,0.734355159,0.90217997,0.742763819
9,8,1.2,1,0.3,1,4,0.005463419,0.716242723,0.203002472,0.834422111
9,9,1.2,1,0.3,1,4,1.205526608,0.760627823,0.884814938,0.756633166
9,10,1.2,1,0.3,1,4,0.005452896,0.716178236,0.203177404,0.834422111
dt_seed,q_c_seed,aa,tau,l1,l2,l3,cdist,ci_prob_mean,mse,sc
1.251810751,999,999,999,999,999,999,1.251810751,999,999,0.738944724
0.186044257,999,999,999,999,999,999,0.186044257,999,999,0.772160804
0.011055589,999,999,999,999,999,999,0.011055589,999,999,0.830050251
1.037874959,999,999,999,999,999,999,1.037874959,999,999,0.754221106
0.016214863,999,999,999,999,999,999,0.016214863,999,999,0.816582915
0.016214298,999,999,999,999,999,999,0.016214298,999,999,0.816582915
1.318791505,999,999,999,999,999,999,1.318791505,999,999,0.760351759
0.016218273,999,999,999,999,999,999,0.016218273,999,999,0.816582915
0.015406693,999,999,999,999,999,999,0.015406693,999,999,0.825577889
0.016217578,999,999,999,999,999,999,0.016217578,999,999,0.816582915
19,1,1.2,0.5,0.3,0.1,1,1.219820136,0.756112374,1.062559973,0.729798995
19,2,1.2,0.5,0.3,0.1,1,0.067052282,0.713303243,0.273841287,0.799447236
19,3,1.2,0.5,0.3,0.1,1,0.002165638,0.693402455,0.180086068,0.832311558
19,4,1.2,0.5,0.3,0.1,1,0.973846865,0.778860451,0.72465876,0.735728643
19,5,1.2,0.5,0.3,0.1,1,0.002178196,0.69337602,0.180157214,0.832311558
19,6,1.2,0.5,0.3,0.1,1,0.002174323,0.693384708,0.18013369,0.832311558
19,7,1.2,0.5,0.3,0.1,1,1.175257277,0.800729616,0.773418834,0.734723618
19,8,1.2,0.5,0.3,0.1,1,0.002178055,0.69337766,0.180155361,0.832311558
19,9,1.2,0.5,0.3,0.1,1,0.002173152,0.693383769,0.180140436,0.832311558
19,10,1.2,0.5,0.3,0.1,1,0.002174107,0.693387663,0.180128541,0.832311558
19,1,1.2,0.5,0.3,0.2,1,1.219995442,0.743394666,1.084716063,0.724924623
19,2,1.2,0.5,0.3,0.2,1,0.067052282,0.713303243,0.273841287,0.799447236
19,3,1.2,0.5,0.3,0.2,1,0.002165638,0.693402455,0.180086068,0.832311558
19,4,1.2,0.5,0.3,0.2,1,0.973846865,0.778860451,0.72465876,0.735728643
19,5,1.2,0.5,0.3,0.2,1,0.002178196,0.69337602,0.180157214,0.832311558
19,6,1.2,0.5,0.3,0.2,1,0.002174323,0.693384708,0.18013369,0.832311558
19,7,1.2,0.5,0.3,0.2,1,1.175257277,0.800729616,0.773418834,0.734723618
19,8,1.2,0.5,0.3,0.2,1,0.002178055,0.69337766,0.180155361,0.832311558
19,9,1.2,0.5,0.3,0.2,1,0.002173152,0.693383769,0.180140436,0.832311558
19,10,1.2,0.5,0.3,0.2,1,0.002174107,0.693387663,0.180128541,0.832311558
19,1,1.2,0.5,0.3,0.5,1,1.219991856,0.740158501,1.090409189,0.722160804
19,2,1.2,0.5,0.3,0.5,1,0.067052282,0.713303243,0.273841287,0.799447236
19,3,1.2,0.5,0.3,0.5,1,0.002165638,0.693402455,0.180086068,0.832311558
19,4,1.2,0.5,0.3,0.5,1,0.973846865,0.778860451,0.72465876,0.735728643
19,5,1.2,0.5,0.3,0.5,1,0.002178196,0.69337602,0.180157214,0.832311558
19,6,1.2,0.5,0.3,0.5,1,0.002174323,0.693384708,0.18013369,0.832311558
19,7,1.2,0.5,0.3,0.5,1,1.175257277,0.800729616,0.773418834,0.734723618
19,8,1.2,0.5,0.3,0.5,1,0.002178055,0.69337766,0.180155361,0.832311558
19,9,1.2,0.5,0.3,0.5,1,0.002173152,0.693383769,0.180140436,0.832311558
19,10,1.2,0.5,0.3,0.5,1,0.002174107,0.693387663,0.180128541,0.832311558
19,1,1.2,0.5,0.3,0.1,2,1.219820136,0.756112374,1.062559973,0.729798995
19,2,1.2,0.5,0.3,0.1,2,0.002135773,0.693443857,0.179953247,0.832311558
19,3,1.2,0.5,0.3,0.1,2,0.002165638,0.693402455,0.180086068,0.832311558
19,4,1.2,0.5,0.3,0.1,2,1.249188274,0.805292697,0.770713851,0.731306533
19,5,1.2,0.5,0.3,0.1,2,0.002178196,0.69337602,0.180157214,0.832311558
19,6,1.2,0.5,0.3,0.1,2,0.002174323,0.693384708,0.18013369,0.832311558
19,7,1.2,0.5,0.3,0.1,2,1.175257277,0.800729616,0.773418834,0.734723618
19,8,1.2,0.5,0.3,0.1,2,0.002178055,0.69337766,0.180155361,0.832311558
19,9,1.2,0.5,0.3,0.1,2,0.002173152,0.693383769,0.180140436,0.832311558
19,10,1.2,0.5,0.3,0.1,2,0.002174107,0.693387663,0.180128541,0.832311558
19,1,1.2,0.5,0.3,0.2,2,1.219994968,0.74273191,1.084715458,0.724924623
19,2,1.2,0.5,0.3,0.2,2,0.002135773,0.693443857,0.179953247,0.832311558
19,3,1.2,0.5,0.3,0.2,2,0.002165638,0.693402455,0.180086068,0.832311558
19,4,1.2,0.5,0.3,0.2,2,1.249188274,0.805292697,0.770713851,0.731306533
19,5,1.2,0.5,0.3,0.2,2,0.002178196,0.69337602,0.180157214,0.832311558
19,6,1.2,0.5,0.3,0.2,2,0.002174323,0.693384708,0.18013369,0.832311558
19,7,1.2,0.5,0.3,0.2,2,1.175257277,0.800729616,0.773418834,0.734723618
19,8,1.2,0.5,0.3,0.2,2,0.002178055,0.69337766,0.180155361,0.832311558
19,9,1.2,0.5,0.3,0.2,2,0.002173152,0.693383769,0.180140436,0.832311558
19,10,1.2,0.5,0.3,0.2,2,0.002174107,0.693387663,0.180128541,0.832311558
19,1,1.2,0.5,0.3,0.5,2,1.219992332,0.740107074,1.090408781,0.722160804
19,2,1.2,0.5,0.3,0.5,2,0.002135773,0.693443857,0.179953247,0.832311558
19,3,1.2,0.5,0.3,0.5,2,0.002165638,0.693402455,0.180086068,0.832311558
19,4,1.2,0.5,0.3,0.5,2,1.249188274,0.805292697,0.770713851,0.731306533
19,5,1.2,0.5,0.3,0.5,2,0.002178196,0.69337602,0.180157214,0.832311558
19,6,1.2,0.5,0.3,0.5,2,0.002174323,0.693384708,0.18013369,0.832311558
19,7,1.2,0.5,0.3,0.5,2,1.175257277,0.800729616,0.773418834,0.734723618
19,8,1.2,0.5,0.3,0.5,2,0.002178055,0.69337766,0.180155361,0.832311558
19,9,1.2,0.5,0.3,0.5,2,0.002173152,0.693383769,0.180140436,0.832311558
19,10,1.2,0.5,0.3,0.5,2,0.002174107,0.693387663,0.180128541,0.832311558
19,1,1.2,0.5,0.3,1,2,1.219991649,0.739697312,1.090408537,0.722160804
19,2,1.2,0.5,0.3,1,2,0.002135773,0.693443857,0.179953247,0.832311558
19,3,1.2,0.5,0.3,1,2,0.002165638,0.693402455,0.180086068,0.832311558
19,4,1.2,0.5,0.3,1,2,1.249188274,0.805292697,0.770713851,0.731306533
19,5,1.2,0.5,0.3,1,2,0.002178196,0.69337602,0.180157214,0.832311558
19,6,1.2,0.5,0.3,1,2,0.002174323,0.693384708,0.18013369,0.832311558
19,7,1.2,0.5,0.3,1,2,1.171569083,0.80089928,0.773382068,0.734723618
19,8,1.2,0.5,0.3,1,2,0.002178055,0.69337766,0.180155361,0.832311558
19,9,1.2,0.5,0.3,1,2,0.002173152,0.693383769,0.180140436,0.832311558
19,10,1.2,0.5,0.3,1,2,0.002174107,0.693387663,0.180128541,0.832311558
19,1,1.2,0.5,0.3,0.1,4,1.219820136,0.756112374,1.062559973,0.729798995
19,2,1.2,0.5,0.3,0.1,4,0.002135773,0.693443857,0.179953247,0.832311558
