"q_c_seed","aa","l1","l2","l3","tau","cdist","mse"
"5","1.8","0.4","1","0.5","1e-04","0.3705147","0.9791193"
"1","1.8","0.5","1","0.5","1e-04","2.083333","3.662321"
"2","1.8","0.5","1","0.5","1e-04","1.833333","22.66913"
"3","1.8","0.5","1","0.5","1e-04","1.367897","0.6988497"
"4","1.8","0.5","1","0.5","1e-04","1.360948","0.6988486"
"5","1.8","0.5","1","0.5","1e-04","1.545415","2.75042"
"1","1.8","0.1","1.5","0.5","1e-04","1.015469","0.8457513"
"2","1.8","0.1","1.5","0.5","1e-04","0.9281561","0.8466865"
"3","1.8","0.1","1.5","0.5","1e-04","0.002268563","0.02444706"
"4","1.8","0.1","1.5","0.5","1e-04","1.121938","0.8424287"
"5","1.8","0.1","1.5","0.5","1e-04","1.332677","0.8594507"
"1","1.8","0.2","1.5","0.5","1e-04","0.7914907","0.6852609"
"2","1.8","0.2","1.5","0.5","1e-04","1.013113","1.05726"
"3","1.8","0.2","1.5","0.5","1e-04","0.6745056","0.8729113"
"4","1.8","0.2","1.5","0.5","1e-04","0.2758454","0.5766968"
"5","1.8","0.2","1.5","0.5","1e-04","1.477801","0.7429211"
"1","1.8","0.3","1.5","0.5","1e-04","0.9182192","0.8131388"
"2","1.8","0.3","1.5","0.5","1e-04","0.964893","1.093422"
"3","1.8","0.3","1.5","0.5","1e-04","0.07454748","0.3048231"
"4","1.8","0.3","1.5","0.5","1e-04","2.083333","2.074424"
"5","1.8","0.3","1.5","0.5","1e-04","1.644933","0.8975414"
"1","1.8","0.4","1.5","0.5","1e-04","0.7672882","1.397035"
"2","1.8","0.4","1.5","0.5","1e-04","0.6158883","0.8086517"
"3","1.8","0.4","1.5","0.5","1e-04","0.5655361","1.178193"
"4","1.8","0.4","1.5","0.5","1e-04","1.142565","1.122894"
"5","1.8","0.4","1.5","0.5","1e-04","0.3705147","0.9791193"
"1","1.8","0.5","1.5","0.5","1e-04","2.083333","3.662321"
"2","1.8","0.5","1.5","0.5","1e-04","1.833333","22.66913"
"3","1.8","0.5","1.5","0.5","1e-04","1.081224","0.698776"
"4","1.8","0.5","1.5","0.5","1e-04","1.081224","0.698776"
"5","1.8","0.5","1.5","0.5","1e-04","1.545502","2.750395"
"1","1.8","0.1","2","0.5","1e-04","1.014216","0.8458752"
"2","1.8","0.1","2","0.5","1e-04","0.9281561","0.8466865"
"3","1.8","0.1","2","0.5","1e-04","0.002271885","0.02448111"
"4","1.8","0.1","2","0.5","1e-04","1.121006","0.8425708"
"5","1.8","0.1","2","0.5","1e-04","1.331962","0.8594998"
"1","1.8","0.2","2","0.5","1e-04","0.7915059","0.6852582"
"2","1.8","0.2","2","0.5","1e-04","1.013113","1.05726"
"3","1.8","0.2","2","0.5","1e-04","0.6744563","0.8729993"
"4","1.8","0.2","2","0.5","1e-04","0.2758426","0.5766287"
"5","1.8","0.2","2","0.5","1e-04","1.477821","0.7430845"
"1","1.8","0.3","2","0.5","1e-04","0.9181888","0.8133606"
"2","1.8","0.3","2","0.5","1e-04","0.964893","1.093422"
"3","1.8","0.3","2","0.5","1e-04","0.07453372","0.3050296"
"4","1.8","0.3","2","0.5","1e-04","2.083333","2.074424"
"5","1.8","0.3","2","0.5","1e-04","1.085568","0.7824253"
"1","1.8","0.4","2","0.5","1e-04","0.7672882","1.397035"
"2","1.8","0.4","2","0.5","1e-04","0.6159135","0.8087395"
"3","1.8","0.4","2","0.5","1e-04","0.5655361","1.178193"
"4","1.8","0.4","2","0.5","1e-04","1.142565","1.122894"
"5","1.8","0.4","2","0.5","1e-04","0.3705728","0.9834416"
"1","1.8","0.5","2","0.5","1e-04","2.083333","3.662321"
"2","1.8","0.5","2","0.5","1e-04","1.833333","22.66913"
"3","1.8","0.5","2","0.5","1e-04","1.260851","0.6992408"
"4","1.8","0.5","2","0.5","1e-04","1.260516","0.6989239"
"5","1.8","0.5","2","0.5","1e-04","1.545176","2.75048"
"1","1.8","0.1","0","1","1e-04","1.015469","0.8457513"
"2","1.8","0.1","0","1","1e-04","0.9281561","0.8466865"
"3","1.8","0.1","0","1","1e-04","0.002243378","0.02429355"
"4","1.8","0.1","0","1","1e-04","1.121938","0.8424287"
"5","1.8","0.1","0","1","1e-04","1.332677","0.8594507"
"1","1.8","0.2","0","1","1e-04","0.7914841","0.6852643"
"2","1.8","0.2","0","1","1e-04","1.013113","1.05726"
"3","1.8","0.2","0","1","1e-04","0.6745128","0.8728898"
"4","1.8","0.2","0","1","1e-04","0.2758468","0.576696"
"5","1.8","0.2","0","1","1e-04","1.477825","0.7429354"
"1","1.8","0.3","0","1","1e-04","0.9182192","0.8131388"
"2","1.8","0.3","0","1","1e-04","0.964893","1.093422"
"3","1.8","0.3","0","1","1e-04","0.07448495","0.304931"
"4","1.8","0.3","0","1","1e-04","2.083333","2.074424"
"5","1.8","0.3","0","1","1e-04","1.085505","0.7824943"
"1","1.8","0.4","0","1","1e-04","0.7672882","1.397035"
"2","1.8","0.4","0","1","1e-04","0.6158801","0.8086444"
"3","1.8","0.4","0","1","1e-04","0.5655361","1.178193"
"4","1.8","0.4","0","1","1e-04","1.142565","1.122894"
"5","1.8","0.4","0","1","1e-04","0.3705103","0.9791126"
"1","1.8","0.5","0","1","1e-04","2.083333","3.662321"
"2","1.8","0.5","0","1","1e-04","1.833333","22.66913"
"3","1.8","0.5","0","1","1e-04","1.081653","0.6988452"
"4","1.8","0.5","0","1","1e-04","1.081643","0.6988474"
"5","1.8","0.5","0","1","1e-04","1.545415","2.75042"
"1","1.8","0.1","0.5","1","1e-04","1.015469","0.8457513"
"2","1.8","0.1","0.5","1","1e-04","0.9281561","0.8466865"
"3","1.8","0.1","0.5","1","1e-04","0.002243378","0.02429355"
"4","1.8","0.1","0.5","1","1e-04","1.121938","0.8424287"
"5","1.8","0.1","0.5","1","1e-04","1.332677","0.8594507"
"1","1.8","0.2","0.5","1","1e-04","0.7914841","0.6852643"
"2","1.8","0.2","0.5","1","1e-04","1.013113","1.05726"
"3","1.8","0.2","0.5","1","1e-04","0.6745127","0.8728898"
"4","1.8","0.2","0.5","1","1e-04","0.2758468","0.576696"
"5","1.8","0.2","0.5","1","1e-04","1.477825","0.7429354"
"1","1.8","0.3","0.5","1","1e-04","0.9182192","0.8131388"
"2","1.8","0.3","0.5","1","1e-04","0.964893","1.093422"
"3","1.8","0.3","0.5","1","1e-04","0.07448495","0.304931"
"4","1.8","0.3","0.5","1","1e-04","2.083333","2.074424"
"5","1.8","0.3","0.5","1","1e-04","1.085505","0.7824943"
"1","1.8","0.4","0.5","1","1e-04","0.7672882","1.397035"
"2","1.8","0.4","0.5","1","1e-04","0.6158801","0.8086444"
"3","1.8","0.4","0.5","1","1e-04","0.5655361","1.178193"
"4","1.8","0.4","0.5","1","1e-04","1.142565","1.122894"
"5","1.8","0.4","0.5","1","1e-04","0.3705103","0.9791126"
"1","1.8","0.5","0.5","1","1e-04","2.083333","3.662321"
"2","1.8","0.5","0.5","1","1e-04","1.833333","22.66913"
"3","1.8","0.5","0.5","1","1e-04","1.081653","0.6988452"
"4","1.8","0.5","0.5","1","1e-04","1.081643","0.6988474"
"5","1.8","0.5","0.5","1","1e-04","1.545415","2.75042"
"1","1.8","0.1","1","1","1e-04","1.015469","0.8457513"
"2","1.8","0.1","1","1","1e-04","0.9281561","0.8466865"
"3","1.8","0.1","1","1","1e-04","0.002243378","0.02429355"
"4","1.8","0.1","1","1","1e-04","1.121938","0.8424287"
"5","1.8","0.1","1","1","1e-04","1.332677","0.8594507"
"1","1.8","0.2","1","1","1e-04","0.7914841","0.6852643"
"2","1.8","0.2","1","1","1e-04","1.013113","1.05726"
"3","1.8","0.2","1","1","1e-04","0.6745125","0.8728898"
"4","1.8","0.2","1","1","1e-04","0.2758468","0.576696"
"5","1.8","0.2","1","1","1e-04","1.477834","0.7429207"
"1","1.8","0.3","1","1","1e-04","0.9182192","0.8131388"
"2","1.8","0.3","1","1","1e-04","0.964893","1.093422"
"3","1.8","0.3","1","1","1e-04","0.07448495","0.304931"
"4","1.8","0.3","1","1","1e-04","2.083333","2.074424"
"5","1.8","0.3","1","1","1e-04","1.644855","0.8976061"
"1","1.8","0.4","1","1","1e-04","0.7672882","1.397035"
"2","1.8","0.4","1","1","1e-04","0.6158801","0.8086444"
"3","1.8","0.4","1","1","1e-04","0.5655361","1.178193"
"4","1.8","0.4","1","1","1e-04","1.142565","1.122894"
"5","1.8","0.4","1","1","1e-04","0.3705103","0.9791126"
"1","1.8","0.5","1","1","1e-04","2.083333","3.662321"
"2","1.8","0.5","1","1","1e-04","1.833333","22.66913"
"3","1.8","0.5","1","1","1e-04","1.081646","0.6988665"
"4","1.8","0.5","1","1","1e-04","1.08164","0.6987762"
"5","1.8","0.5","1","1","1e-04","1.545415","2.75042"
"1","1.8","0.1","1.5","1","1e-04","1.015469","0.8457513"
"2","1.8","0.1","1.5","1","1e-04","0.9281561","0.8466865"
"3","1.8","0.1","1.5","1","1e-04","0.002267411","0.0245196"
"4","1.8","0.1","1.5","1","1e-04","1.121938","0.8424287"
"5","1.8","0.1","1.5","1","1e-04","1.332677","0.8594507"
"1","1.8","0.2","1.5","1","1e-04","0.7914841","0.6852643"
"2","1.8","0.2","1.5","1","1e-04","1.013113","1.05726"
"3","1.8","0.2","1.5","1","1e-04","0.6745135","0.8728898"
"4","1.8","0.2","1.5","1","1e-04","0.2758407","0.5766535"
"5","1.8","0.2","1.5","1","1e-04","1.477826","0.7430983"
"1","1.8","0.3","1.5","1","1e-04","0.9182192","0.8131388"
"2","1.8","0.3","1.5","1","1e-04","0.964893","1.093422"
"3","1.8","0.3","1.5","1","1e-04","0.07448012","0.3048543"
"4","1.8","0.3","1.5","1","1e-04","2.083333","2.074424"
"5","1.8","0.3","1.5","1","1e-04","1.644855","0.8976061"
"1","1.8","0.4","1.5","1","1e-04","0.7672882","1.397035"
"2","1.8","0.4","1.5","1","1e-04","0.6158801","0.8086444"
"3","1.8","0.4","1.5","1","1e-04","0.5655361","1.178193"
"4","1.8","0.4","1.5","1","1e-04","1.142565","1.122894"
"5","1.8","0.4","1.5","1","1e-04","0.3705103","0.9791126"
"1","1.8","0.5","1.5","1","1e-04","2.083333","3.662321"
"2","1.8","0.5","1.5","1","1e-04","1.833333","22.66913"
"3","1.8","0.5","1.5","1","1e-04","1.081629","0.6988592"
"4","1.8","0.5","1.5","1","1e-04","1.081355","0.6987724"
"5","1.8","0.5","1.5","1","1e-04","1.545502","2.750395"
"1","1.8","0.1","2","1","1e-04","1.014216","0.8458752"
"2","1.8","0.1","2","1","1e-04","0.9281561","0.8466865"
"3","1.8","0.1","2","1","1e-04","0.00226537","0.02441646"
"4","1.8","0.1","2","1","1e-04","1.121006","0.8425708"
"5","1.8","0.1","2","1","1e-04","1.331962","0.8594998"
"1","1.8","0.2","2","1","1e-04","0.7914841","0.6852643"
"2","1.8","0.2","2","1","1e-04","1.013113","1.05726"
"3","1.8","0.2","2","1","1e-04","0.6744707","0.8728843"
"4","1.8","0.2","2","1","1e-04","0.2758394","0.5766057"
"5","1.8","0.2","2","1","1e-04","1.47783","0.743104"
"1","1.8","0.3","2","1","1e-04","0.9181888","0.8133606"
"2","1.8","0.3","2","1","1e-04","0.964893","1.093422"
"3","1.8","0.3","2","1","1e-04","0.07450311","0.3050828"
"4","1.8","0.3","2","1","1e-04","2.083333","2.074424"
"5","1.8","0.3","2","1","1e-04","1.08559","0.7825347"
"1","1.8","0.4","2","1","1e-04","0.7672882","1.397035"
"2","1.8","0.4","2","1","1e-04","0.615902","0.8086164"
"3","1.8","0.4","2","1","1e-04","0.5655361","1.178193"
"4","1.8","0.4","2","1","1e-04","1.142565","1.122894"
"5","1.8","0.4","2","1","1e-04","0.3705683","0.9834354"
"1","1.8","0.5","2","1","1e-04","2.083333","3.662321"
"2","1.8","0.5","2","1","1e-04","1.833333","22.66913"
"3","1.8","0.5","2","1","1e-04","1.26072","0.6991648"
"4","1.8","0.5","2","1","1e-04","1.260142","0.6986435"
"5","1.8","0.5","2","1","1e-04","1.545176","2.75048"
"1","1.8","0.1","0","1.5","1e-04","1.015469","0.8457513"
"2","1.8","0.1","0","1.5","1e-04","0.9281561","0.8466865"
"3","1.8","0.1","0","1.5","1e-04","0.002247503","0.02431444"
"4","1.8","0.1","0","1.5","1e-04","1.121887","0.8424699"
"5","1.8","0.1","0","1.5","1e-04","1.332677","0.8594507"
"1","1.8","0.2","0","1.5","1e-04","0.7914216","0.6852793"
"2","1.8","0.2","0","1.5","1e-04","1.013113","1.05726"
"3","1.8","0.2","0","1.5","1e-04","0.6745226","0.8728648"
"4","1.8","0.2","0","1.5","1e-04","0.2758409","0.576654"
"5","1.8","0.2","0","1.5","1e-04","1.477833","0.7429243"
"1","1.8","0.3","0","1.5","1e-04","0.918214","0.8131176"
"2","1.8","0.3","0","1.5","1e-04","0.964893","1.093422"
"3","1.8","0.3","0","1.5","1e-04","0.07451365","0.3048952"
"4","1.8","0.3","0","1.5","1e-04","2.083333","2.074424"
"5","1.8","0.3","0","1.5","1e-04","1.644998","0.8975272"
"1","1.8","0.4","0","1.5","1e-04","0.7672882","1.397035"
"2","1.8","0.4","0","1.5","1e-04","0.6158762","0.8086419"
"3","1.8","0.4","0","1.5","1e-04","0.5655361","1.178193"
"4","1.8","0.4","0","1.5","1e-04","1.142565","1.122894"
"5","1.8","0.4","0","1.5","1e-04","0.3705159","0.9791412"
"1","1.8","0.5","0","1.5","1e-04","2.083333","3.662321"
"2","1.8","0.5","0","1.5","1e-04","1.833333","22.66913"
"3","1.8","0.5","0","1.5","1e-04","1.081607","0.6988332"
"4","1.8","0.5","0","1.5","1e-04","1.081613","0.698834"
"5","1.8","0.5","0","1.5","1e-04","1.545502","2.750395"
"1","1.8","0.1","0.5","1.5","1e-04","1.015469","0.8457513"
"2","1.8","0.1","0.5","1.5","1e-04","0.9281561","0.8466865"
"3","1.8","0.1","0.5","1.5","1e-04","0.002247503","0.02431444"
"4","1.8","0.1","0.5","1.5","1e-04","1.121349","0.8424919"
"5","1.8","0.1","0.5","1.5","1e-04","1.332677","0.8594507"
"1","1.8","0.2","0.5","1.5","1e-04","0.7914216","0.6852793"
"2","1.8","0.2","0.5","1.5","1e-04","1.013113","1.05726"
"3","1.8","0.2","0.5","1.5","1e-04","0.6745225","0.8728648"
"4","1.8","0.2","0.5","1.5","1e-04","0.2758409","0.576654"
"5","1.8","0.2","0.5","1.5","1e-04","1.477833","0.7429243"
"1","1.8","0.3","0.5","1.5","1e-04","0.918214","0.8131176"
"2","1.8","0.3","0.5","1.5","1e-04","0.964893","1.093422"
"3","1.8","0.3","0.5","1.5","1e-04","0.07451365","0.3048952"
"4","1.8","0.3","0.5","1.5","1e-04","2.083333","2.074424"
"5","1.8","0.3","0.5","1.5","1e-04","1.085543","0.7824529"
"1","1.8","0.4","0.5","1.5","1e-04","0.7672882","1.397035"
"2","1.8","0.4","0.5","1.5","1e-04","0.6158762","0.8086419"
"3","1.8","0.4","0.5","1.5","1e-04","0.5655361","1.178193"
"4","1.8","0.4","0.5","1.5","1e-04","1.142565","1.122894"
"5","1.8","0.4","0.5","1.5","1e-04","0.3705159","0.9791412"
"1","1.8","0.5","0.5","1.5","1e-04","2.083333","3.662321"
"2","1.8","0.5","0.5","1.5","1e-04","1.833333","22.66913"
"3","1.8","0.5","0.5","1.5","1e-04","1.081607","0.6988332"
"4","1.8","0.5","0.5","1.5","1e-04","1.081613","0.698834"
"5","1.8","0.5","0.5","1.5","1e-04","1.545502","2.750395"
"1","1.8","0.1","1","1.5","1e-04","1.015469","0.8457513"
"2","1.8","0.1","1","1.5","1e-04","0.9281561","0.8466865"
"3","1.8","0.1","1","1.5","1e-04","0.002247503","0.02431444"
"4","1.8","0.1","1","1.5","1e-04","1.121349","0.8424919"
"5","1.8","0.1","1","1.5","1e-04","1.332677","0.8594507"
"1","1.8","0.2","1","1.5","1e-04","0.7914216","0.6852793"
"2","1.8","0.2","1","1.5","1e-04","1.013113","1.05726"
"3","1.8","0.2","1","1.5","1e-04","0.6745223","0.8728648"
"4","1.8","0.2","1","1.5","1e-04","0.2758409","0.576654"
"5","1.8","0.2","1","1.5","1e-04","1.477851","0.7428976"
"1","1.8","0.3","1","1.5","1e-04","0.918214","0.8131176"
"2","1.8","0.3","1","1.5","1e-04","0.964893","1.093422"
"3","1.8","0.3","1","1.5","1e-04","0.07451365","0.3048952"
"4","1.8","0.3","1","1.5","1e-04","2.083333","2.074424"
"5","1.8","0.3","1","1.5","1e-04","1.644998","0.8975272"
"1","1.8","0.4","1","1.5","1e-04","0.7672882","1.397035"
"2","1.8","0.4","1","1.5","1e-04","0.6158762","0.8086419"
"3","1.8","0.4","1","1.5","1e-04","0.5655361","1.178193"
"4","1.8","0.4","1","1.5","1e-04","1.142565","1.122894"
"5","1.8","0.4","1","1.5","1e-04","0.3705159","0.9791412"
"1","1.8","0.5","1","1.5","1e-04","2.083333","3.662321"
"2","1.8","0.5","1","1.5","1e-04","1.833333","22.66913"
"3","1.8","0.5","1","1.5","1e-04","1.081632","0.6987647"
"4","1.8","0.5","1","1.5","1e-04","1.081615","0.6988556"
"5","1.8","0.5","1","1.5","1e-04","1.545502","2.750395"
"1","1.8","0.1","1.5","1.5","1e-04","1.015469","0.8457513"
"2","1.8","0.1","1.5","1.5","1e-04","0.9281561","0.8466865"
"3","1.8","0.1","1.5","1.5","1e-04","0.002281392","0.02464039"
"4","1.8","0.1","1.5","1.5","1e-04","1.121379","0.8424885"
"5","1.8","0.1","1.5","1.5","1e-04","1.332677","0.8594507"
"1","1.8","0.2","1.5","1.5","1e-04","0.7914216","0.6852793"
"2","1.8","0.2","1.5","1.5","1e-04","1.013113","1.05726"
"3","1.8","0.2","1.5","1.5","1e-04","0.6745241","0.8728648"
"4","1.8","0.2","1.5","1.5","1e-04","0.2758409","0.576654"
"5","1.8","0.2","1.5","1.5","1e-04","1.477814","0.7429243"
"1","1.8","0.3","1.5","1.5","1e-04","0.918214","0.8131176"
"2","1.8","0.3","1.5","1.5","1e-04","0.964893","1.093422"
"3","1.8","0.3","1.5","1.5","1e-04","0.07450872","0.3048185"
"4","1.8","0.3","1.5","1.5","1e-04","2.083333","2.074424"
"5","1.8","0.3","1.5","1.5","1e-04","1.644998","0.8975272"
"1","1.8","0.4","1.5","1.5","1e-04","0.7672882","1.397035"
"2","1.8","0.4","1.5","1.5","1e-04","0.6158762","0.8086419"
"3","1.8","0.4","1.5","1.5","1e-04","0.5655361","1.178193"
"4","1.8","0.4","1.5","1.5","1e-04","1.142565","1.122894"
"5","1.8","0.4","1.5","1.5","1e-04","0.3705159","0.9791412"
"1","1.8","0.5","1.5","1.5","1e-04","2.083333","3.662321"
"2","1.8","0.5","1.5","1.5","1e-04","1.833333","22.66913"
"3","1.8","0.5","1.5","1.5","1e-04","1.081632","0.6987647"
"4","1.8","0.5","1.5","1.5","1e-04","1.081615","0.6988556"
"5","1.8","0.5","1.5","1.5","1e-04","1.545502","2.750395"
"1","1.8","0.1","2","1.5","1e-04","1.014216","0.8458752"
"2","1.8","0.1","2","1.5","1e-04","0.9281561","0.8466865"
"3","1.8","0.1","2","1.5","1e-04","0.002270768","0.02458141"
"4","1.8","0.1","2","1.5","1e-04","1.121002","0.8425712"
"5","1.8","0.1","2","1.5","1e-04","1.331962","0.8594998"
"1","1.8","0.2","2","1.5","1e-04","0.7914216","0.6852793"
"2","1.8","0.2","2","1.5","1e-04","1.013113","1.05726"
"3","1.8","0.2","2","1.5","1e-04","0.6744759","0.8729632"
"4","1.8","0.2","2","1.5","1e-04","0.2758295","0.5765199"
"5","1.8","0.2","2","1.5","1e-04","1.477839","0.7430588"
"1","1.8","0.3","2","1.5","1e-04","0.9181888","0.8133606"
"2","1.8","0.3","2","1.5","1e-04","0.964893","1.093422"
"3","1.8","0.3","2","1.5","1e-04","0.07450855","0.3048158"
"4","1.8","0.3","2","1.5","1e-04","2.083333","2.074424"
"5","1.8","0.3","2","1.5","1e-04","1.085608","0.7824464"
"1","1.8","0.4","2","1.5","1e-04","0.7672882","1.397035"
"2","1.8","0.4","2","1.5","1e-04","0.6158966","0.8086139"
"3","1.8","0.4","2","1.5","1e-04","0.5655361","1.178193"
"4","1.8","0.4","2","1.5","1e-04","1.142565","1.122894"
"5","1.8","0.4","2","1.5","1e-04","0.370533","0.9834183"
"1","1.8","0.5","2","1.5","1e-04","2.083333","3.662321"
"2","1.8","0.5","2","1.5","1e-04","1.833333","22.66913"
"3","1.8","0.5","2","1.5","1e-04","1.26038","0.6989191"
"4","1.8","0.5","2","1.5","1e-04","1.408084","0.6987682"
"5","1.8","0.5","2","1.5","1e-04","1.545176","2.75048"
"1","1.8","0.1","0","2","1e-04","1.015087","0.8457856"
"2","1.8","0.1","0","2","1e-04","0.9270363","0.8466571"
"3","1.8","0.1","0","2","1e-04","0.002236618","0.02426052"
"4","1.8","0.1","0","2","1e-04","1.121349","0.8424919"
"5","1.8","0.1","0","2","1e-04","1.332596","0.8594313"
"1","1.8","0.2","0","2","1e-04","0.792289","0.6852936"
"2","1.8","0.2","0","2","1e-04","1.012866","1.057221"
"3","1.8","0.2","0","2","1e-04","0.674523","0.8728929"
"4","1.8","0.2","0","2","1e-04","0.2757766","0.5766942"
"5","1.8","0.2","0","2","1e-04","1.477832","0.7429262"
"1","1.8","0.3","0","2","1e-04","0.9182967","0.8131708"
"2","1.8","0.3","0","2","1e-04","0.964893","1.093422"
"3","1.8","0.3","0","2","1e-04","0.07450475","0.3048357"
"4","1.8","0.3","0","2","1e-04","2.083333","2.074424"
"5","1.8","0.3","0","2","1e-04","1.085501","0.7825643"
"1","1.8","0.4","0","2","1e-04","0.767206","1.397056"
"2","1.8","0.4","0","2","1e-04","0.6158735","0.8086401"
"3","1.8","0.4","0","2","1e-04","0.4555729","1.037597"
"4","1.8","0.4","0","2","1e-04","1.142565","1.122894"
"5","1.8","0.4","0","2","1e-04","0.3704791","0.9790907"
"1","1.8","0.5","0","2","1e-04","2.083333","3.662321"
"2","1.8","0.5","0","2","1e-04","1.833333","22.66913"
"3","1.8","0.5","0","2","1e-04","1.081603","0.6988325"
"4","1.8","0.5","0","2","1e-04","1.081609","0.6988338"
"5","1.8","0.5","0","2","1e-04","1.545098","2.750446"
"1","1.8","0.1","0.5","2","1e-04","1.015087","0.8457856"
"2","1.8","0.1","0.5","2","1e-04","0.9270363","0.8466571"
"3","1.8","0.1","0.5","2","1e-04","0.002236618","0.02426052"
"4","1.8","0.1","0.5","2","1e-04","1.121349","0.8424919"
"5","1.8","0.1","0.5","2","1e-04","1.332596","0.8594313"
"1","1.8","0.2","0.5","2","1e-04","0.792289","0.6852936"
"2","1.8","0.2","0.5","2","1e-04","1.012866","1.057221"
"3","1.8","0.2","0.5","2","1e-04","0.6745228","0.8728929"
"4","1.8","0.2","0.5","2","1e-04","0.2757766","0.5766942"
"5","1.8","0.2","0.5","2","1e-04","1.477832","0.7429262"
"1","1.8","0.3","0.5","2","1e-04","0.9182967","0.8131708"
"2","1.8","0.3","0.5","2","1e-04","0.964893","1.093422"
"3","1.8","0.3","0.5","2","1e-04","0.07450475","0.3048357"
"4","1.8","0.3","0.5","2","1e-04","2.083333","2.074424"
"5","1.8","0.3","0.5","2","1e-04","1.085501","0.7825643"
"1","1.8","0.4","0.5","2","1e-04","0.767206","1.397056"
"2","1.8","0.4","0.5","2","1e-04","0.6158735","0.8086401"
"3","1.8","0.4","0.5","2","1e-04","0.4555729","1.037597"
"4","1.8","0.4","0.5","2","1e-04","1.142565","1.122894"
"5","1.8","0.4","0.5","2","1e-04","0.3704791","0.9790907"
"1","1.8","0.5","0.5","2","1e-04","2.083333","3.662321"
"2","1.8","0.5","0.5","2","1e-04","1.833333","22.66913"
"3","1.8","0.5","0.5","2","1e-04","1.081603","0.6988325"
"4","1.8","0.5","0.5","2","1e-04","1.081609","0.6988338"
"5","1.8","0.5","0.5","2","1e-04","1.545098","2.750446"
"1","1.8","0.1","1","2","1e-04","1.015087","0.8457856"
"2","1.8","0.1","1","2","1e-04","0.9270363","0.8466571"
"3","1.8","0.1","1","2","1e-04","0.002236618","0.02426052"
"4","1.8","0.1","1","2","1e-04","1.121349","0.8424919"
"5","1.8","0.1","1","2","1e-04","1.332596","0.8594314"
"1","1.8","0.2","1","2","1e-04","0.792289","0.6852936"
"2","1.8","0.2","1","2","1e-04","1.012866","1.057221"
"3","1.8","0.2","1","2","1e-04","0.6745226","0.8728929"
"4","1.8","0.2","1","2","1e-04","0.2757766","0.5766942"
"5","1.8","0.2","1","2","1e-04","1.47784","0.7429135"
"1","1.8","0.3","1","2","1e-04","0.9182967","0.8131708"
"2","1.8","0.3","1","2","1e-04","0.964893","1.093422"
"3","1.8","0.3","1","2","1e-04","0.07450475","0.3048357"
"4","1.8","0.3","1","2","1e-04","2.083333","2.074424"
"5","1.8","0.3","1","2","1e-04","1.085501","0.7825643"
"1","1.8","0.4","1","2","1e-04","0.767206","1.397056"
"2","1.8","0.4","1","2","1e-04","0.6158735","0.8086401"
"3","1.8","0.4","1","2","1e-04","0.4555729","1.037597"
"4","1.8","0.4","1","2","1e-04","1.142565","1.122894"
"5","1.8","0.4","1","2","1e-04","0.3704791","0.9790907"
"1","1.8","0.5","1","2","1e-04","2.083333","3.662321"
"2","1.8","0.5","1","2","1e-04","1.833333","22.66913"
"3","1.8","0.5","1","2","1e-04","1.081605","0.698854"
"4","1.8","0.5","1","2","1e-04","1.081633","0.6987652"
"5","1.8","0.5","1","2","1e-04","1.545098","2.750446"
"1","1.8","0.1","1.5","2","1e-04","1.015087","0.8457856"
"2","1.8","0.1","1.5","2","1e-04","0.9270363","0.8466571"
"3","1.8","0.1","1.5","2","1e-04","0.002251931","0.02434009"
"4","1.8","0.1","1.5","2","1e-04","1.121349","0.8424918"
"5","1.8","0.1","1.5","2","1e-04","1.332596","0.8594314"
"1","1.8","0.2","1.5","2","1e-04","0.792289","0.6852936"
"2","1.8","0.2","1.5","2","1e-04","1.012866","1.057221"
"3","1.8","0.2","1.5","2","1e-04","0.6745242","0.8728929"
"4","1.8","0.2","1.5","2","1e-04","0.2757766","0.5766942"
"5","1.8","0.2","1.5","2","1e-04","1.477862","0.743022"
"1","1.8","0.3","1.5","2","1e-04","0.9182968","0.8131708"
"2","1.8","0.3","1.5","2","1e-04","0.964893","1.093422"
"3","1.8","0.3","1.5","2","1e-04","0.07449974","0.3047593"
"4","1.8","0.3","1.5","2","1e-04","2.083333","2.074424"
"5","1.8","0.3","1.5","2","1e-04","1.085501","0.7825643"
"1","1.8","0.4","1.5","2","1e-04","0.767206","1.397056"
"2","1.8","0.4","1.5","2","1e-04","0.6158735","0.8086401"
"3","1.8","0.4","1.5","2","1e-04","0.4555729","1.037597"
"4","1.8","0.4","1.5","2","1e-04","1.142565","1.122894"
"5","1.8","0.4","1.5","2","1e-04","0.3704791","0.9790907"
"1","1.8","0.5","1.5","2","1e-04","2.083333","3.662321"
"2","1.8","0.5","1.5","2","1e-04","1.833333","22.66913"
"3","1.8","0.5","1.5","2","1e-04","1.081605","0.698854"
"4","1.8","0.5","1.5","2","1e-04","1.081633","0.6987652"
"5","1.8","0.5","1.5","2","1e-04","1.545098","2.750446"
"1","1.8","0.1","2","2","1e-04","1.014717","0.845789"
"2","1.8","0.1","2","2","1e-04","0.927039","0.8466571"
"3","1.8","0.1","2","2","1e-04","0.002251964","0.02433948"
"4","1.8","0.1","2","2","1e-04","1.120994","0.8425721"
"5","1.8","0.1","2","2","1e-04","1.332648","0.8594245"
"1","1.8","0.2","2","2","1e-04","0.792289","0.6852936"
"2","1.8","0.2","2","2","1e-04","1.012866","1.057221"
"3","1.8","0.2","2","2","1e-04","0.6744788","0.8729916"
