"q_c_seed","aa","l1","l2","l3","tau","cdist","mse"
"3","1.2","0.5","0","0.5","0.5","1.833333","22.66913"
"4","1.2","0.5","0","0.5","0.5","1.833333","22.66913"
"5","1.2","0.5","0","0.5","0.5","1.833333","22.66913"
"1","1.2","0.1","0.5","0.5","0.5","0.7353457","1.548523"
"2","1.2","0.1","0.5","0.5","0.5","0.6890671","1.603849"
"3","1.2","0.1","0.5","0.5","0.5","0.6755055","1.614107"
"4","1.2","0.1","0.5","0.5","0.5","0.2237071","0.874533"
"5","1.2","0.1","0.5","0.5","0.5","0.6777722","1.614114"
"1","1.2","0.2","0.5","0.5","0.5","0.6601419","1.660735"
"2","1.2","0.2","0.5","0.5","0.5","0.5343481","1.534688"
"3","1.2","0.2","0.5","0.5","0.5","0.6601419","1.660735"
"4","1.2","0.2","0.5","0.5","0.5","0.7735143","1.65623"
"5","1.2","0.2","0.5","0.5","0.5","0.6601419","1.660735"
"1","1.2","0.3","0.5","0.5","0.5","1.833333","22.66913"
"2","1.2","0.3","0.5","0.5","0.5","1.833333","22.66913"
"3","1.2","0.3","0.5","0.5","0.5","1.833333","22.66913"
"4","1.2","0.3","0.5","0.5","0.5","1.833333","22.66913"
"5","1.2","0.3","0.5","0.5","0.5","1.833333","22.66913"
"1","1.2","0.4","0.5","0.5","0.5","1.833333","22.66913"
"2","1.2","0.4","0.5","0.5","0.5","1.833333","22.66913"
"3","1.2","0.4","0.5","0.5","0.5","1.833333","22.66913"
"4","1.2","0.4","0.5","0.5","0.5","1.833333","22.66913"
"5","1.2","0.4","0.5","0.5","0.5","1.833333","22.66913"
"1","1.2","0.5","0.5","0.5","0.5","1.833333","22.66913"
"2","1.2","0.5","0.5","0.5","0.5","1.833333","22.66913"
"3","1.2","0.5","0.5","0.5","0.5","1.833333","22.66913"
"4","1.2","0.5","0.5","0.5","0.5","1.833333","22.66913"
"5","1.2","0.5","0.5","0.5","0.5","1.833333","22.66913"
"1","1.2","0.1","1","0.5","0.5","1.500396","1.740147"
"2","1.2","0.1","1","0.5","0.5","0.7743356","1.522188"
"3","1.2","0.1","1","0.5","0.5","0.7166675","1.54881"
"4","1.2","0.1","1","0.5","0.5","0.7477202","1.546359"
"5","1.2","0.1","1","0.5","0.5","0.7383987","1.510307"
"1","1.2","0.2","1","0.5","0.5","0.6921427","1.623081"
"2","1.2","0.2","1","0.5","0.5","0.772506","1.504544"
"3","1.2","0.2","1","0.5","0.5","0.6601419","1.660735"
"4","1.2","0.2","1","0.5","0.5","0.7242146","1.476532"
"5","1.2","0.2","1","0.5","0.5","0.7213873","1.561205"
"1","1.2","0.3","1","0.5","0.5","1.833333","22.66913"
"2","1.2","0.3","1","0.5","0.5","1.833333","22.66913"
"3","1.2","0.3","1","0.5","0.5","1.833333","22.66913"
"4","1.2","0.3","1","0.5","0.5","1.833333","22.66913"
"5","1.2","0.3","1","0.5","0.5","1.833333","22.66913"
"1","1.2","0.4","1","0.5","0.5","1.833333","22.66913"
"2","1.2","0.4","1","0.5","0.5","1.833333","22.66913"
"3","1.2","0.4","1","0.5","0.5","1.833333","22.66913"
"4","1.2","0.4","1","0.5","0.5","1.833333","22.66913"
"5","1.2","0.4","1","0.5","0.5","1.833333","22.66913"
"1","1.2","0.5","1","0.5","0.5","1.833333","22.66913"
"2","1.2","0.5","1","0.5","0.5","1.833333","22.66913"
"3","1.2","0.5","1","0.5","0.5","1.833333","22.66913"
"4","1.2","0.5","1","0.5","0.5","1.833333","22.66913"
"5","1.2","0.5","1","0.5","0.5","1.833333","22.66913"
"1","1.2","0.1","1.5","0.5","0.5","1.500396","1.718263"
"2","1.2","0.1","1.5","0.5","0.5","1.500396","1.740147"
"3","1.2","0.1","1.5","0.5","0.5","1.500396","1.711526"
"4","1.2","0.1","1.5","0.5","0.5","1.500396","1.718263"
"5","1.2","0.1","1.5","0.5","0.5","1.500396","1.711526"
"1","1.2","0.2","1.5","0.5","0.5","1.493728","1.787346"
"2","1.2","0.2","1.5","0.5","0.5","1.493728","1.805026"
"3","1.2","0.2","1.5","0.5","0.5","1.493728","1.767834"
"4","1.2","0.2","1.5","0.5","0.5","1.493728","1.787346"
"5","1.2","0.2","1.5","0.5","0.5","1.493728","1.787346"
"1","1.2","0.3","1.5","0.5","0.5","1.833333","22.66913"
"2","1.2","0.3","1.5","0.5","0.5","1.833333","22.66913"
"3","1.2","0.3","1.5","0.5","0.5","1.833333","22.66913"
"4","1.2","0.3","1.5","0.5","0.5","1.833333","22.66913"
"5","1.2","0.3","1.5","0.5","0.5","1.833333","22.66913"
"1","1.2","0.4","1.5","0.5","0.5","1.833333","22.66913"
"2","1.2","0.4","1.5","0.5","0.5","1.833333","22.66913"
"3","1.2","0.4","1.5","0.5","0.5","1.833333","22.66913"
"4","1.2","0.4","1.5","0.5","0.5","1.833333","22.66913"
"5","1.2","0.4","1.5","0.5","0.5","1.833333","22.66913"
"1","1.2","0.5","1.5","0.5","0.5","1.833333","22.66913"
"2","1.2","0.5","1.5","0.5","0.5","1.833333","22.66913"
"3","1.2","0.5","1.5","0.5","0.5","1.833333","22.66913"
"4","1.2","0.5","1.5","0.5","0.5","1.833333","22.66913"
"5","1.2","0.5","1.5","0.5","0.5","1.833333","22.66913"
"1","1.2","0.1","2","0.5","0.5","1.498599","1.690957"
"2","1.2","0.1","2","0.5","0.5","1.498599","1.692461"
"3","1.2","0.1","2","0.5","0.5","1.498599","1.692461"
"4","1.2","0.1","2","0.5","0.5","1.498599","1.692461"
"5","1.2","0.1","2","0.5","0.5","1.498599","1.692461"
"1","1.2","0.2","2","0.5","0.5","1.493728","1.767834"
"2","1.2","0.2","2","0.5","0.5","1.493728","1.787346"
"3","1.2","0.2","2","0.5","0.5","1.493728","1.750721"
"4","1.2","0.2","2","0.5","0.5","1.493728","1.750721"
"5","1.2","0.2","2","0.5","0.5","1.493728","1.750721"
"1","1.2","0.3","2","0.5","0.5","1.833333","22.66913"
"2","1.2","0.3","2","0.5","0.5","1.833333","22.66913"
"3","1.2","0.3","2","0.5","0.5","1.833333","22.66913"
"4","1.2","0.3","2","0.5","0.5","1.833333","22.66913"
"5","1.2","0.3","2","0.5","0.5","1.833333","22.66913"
"1","1.2","0.4","2","0.5","0.5","1.833333","22.66913"
"2","1.2","0.4","2","0.5","0.5","1.833333","22.66913"
"3","1.2","0.4","2","0.5","0.5","1.833333","22.66913"
"4","1.2","0.4","2","0.5","0.5","1.833333","22.66913"
"5","1.2","0.4","2","0.5","0.5","1.833333","22.66913"
"1","1.2","0.5","2","0.5","0.5","1.833333","22.66913"
"2","1.2","0.5","2","0.5","0.5","1.833333","22.66913"
"3","1.2","0.5","2","0.5","0.5","1.833333","22.66913"
"4","1.2","0.5","2","0.5","0.5","1.833333","22.66913"
"5","1.2","0.5","2","0.5","0.5","1.833333","22.66913"
"1","1.2","0.1","0","1","0.5","1.705862","2.666983"
"2","1.2","0.1","0","1","0.5","1.488049","2.062524"
"3","1.2","0.1","0","1","0.5","1.708132","2.465921"
"4","1.2","0.1","0","1","0.5","1.639971","2.639079"
"5","1.2","0.1","0","1","0.5","1.713224","2.666926"
"1","1.2","0.2","0","1","0.5","1.441046","3.022429"
"2","1.2","0.2","0","1","0.5","1.177892","1.276167"
"3","1.2","0.2","0","1","0.5","1.177879","1.276096"
"4","1.2","0.2","0","1","0.5","1.099777","1.129271"
"5","1.2","0.2","0","1","0.5","1.177885","1.276115"
"1","1.2","0.3","0","1","0.5","1.833333","22.66913"
"2","1.2","0.3","0","1","0.5","1.833333","22.66913"
"3","1.2","0.3","0","1","0.5","1.833333","22.66913"
"4","1.2","0.3","0","1","0.5","1.833333","22.66913"
"5","1.2","0.3","0","1","0.5","1.833333","22.66913"
"1","1.2","0.4","0","1","0.5","1.833333","22.66913"
"2","1.2","0.4","0","1","0.5","1.833333","22.66913"
"3","1.2","0.4","0","1","0.5","1.833333","22.66913"
"4","1.2","0.4","0","1","0.5","1.833333","22.66913"
"5","1.2","0.4","0","1","0.5","1.833333","22.66913"
"1","1.2","0.5","0","1","0.5","1.833333","22.66913"
"2","1.2","0.5","0","1","0.5","1.833333","22.66913"
"3","1.2","0.5","0","1","0.5","1.833333","22.66913"
"4","1.2","0.5","0","1","0.5","1.833333","22.66913"
"5","1.2","0.5","0","1","0.5","1.833333","22.66913"
"1","1.2","0.1","0.5","1","0.5","0.7479635","1.511716"
"2","1.2","0.1","0.5","1","0.5","1.195356","1.038399"
"3","1.2","0.1","0.5","1","0.5","1.414869","3.662147"
"4","1.2","0.1","0.5","1","0.5","1.052533","0.6770509"
"5","1.2","0.1","0.5","1","0.5","1.41718","3.63942"
"1","1.2","0.2","0.5","1","0.5","0.6398928","1.475214"
"2","1.2","0.2","0.5","1","0.5","1.183361","1.283858"
"3","1.2","0.2","0.5","1","0.5","1.183245","1.258151"
"4","1.2","0.2","0.5","1","0.5","1.249654","1.16581"
"5","1.2","0.2","0.5","1","0.5","1.177885","1.276108"
"1","1.2","0.3","0.5","1","0.5","1.833333","22.66913"
"2","1.2","0.3","0.5","1","0.5","1.833333","22.66913"
"3","1.2","0.3","0.5","1","0.5","1.833333","22.66913"
"4","1.2","0.3","0.5","1","0.5","1.833333","22.66913"
"5","1.2","0.3","0.5","1","0.5","1.833333","22.66913"
"1","1.2","0.4","0.5","1","0.5","1.833333","22.66913"
"2","1.2","0.4","0.5","1","0.5","1.833333","22.66913"
"3","1.2","0.4","0.5","1","0.5","1.833333","22.66913"
"4","1.2","0.4","0.5","1","0.5","1.833333","22.66913"
"5","1.2","0.4","0.5","1","0.5","1.833333","22.66913"
"1","1.2","0.5","0.5","1","0.5","1.833333","22.66913"
"2","1.2","0.5","0.5","1","0.5","1.833333","22.66913"
"3","1.2","0.5","0.5","1","0.5","1.833333","22.66913"
"4","1.2","0.5","0.5","1","0.5","1.833333","22.66913"
"5","1.2","0.5","0.5","1","0.5","1.833333","22.66913"
"1","1.2","0.1","1","1","0.5","1.500396","1.740147"
"2","1.2","0.1","1","1","0.5","0.7909955","1.436544"
"3","1.2","0.1","1","1","0.5","0.7505414","1.510436"
"4","1.2","0.1","1","1","0.5","0.7477513","1.511677"
"5","1.2","0.1","1","1","0.5","1.498599","1.711562"
"1","1.2","0.2","1","1","0.5","0.6903135","1.622247"
"2","1.2","0.2","1","1","0.5","1.493728","1.787346"
"3","1.2","0.2","1","1","0.5","1.493728","1.767834"
"4","1.2","0.2","1","1","0.5","1.493728","1.761676"
"5","1.2","0.2","1","1","0.5","0.7427148","1.505845"
"1","1.2","0.3","1","1","0.5","1.833333","22.66913"
"2","1.2","0.3","1","1","0.5","1.833333","22.66913"
"3","1.2","0.3","1","1","0.5","1.833333","22.66913"
"4","1.2","0.3","1","1","0.5","1.833333","22.66913"
"5","1.2","0.3","1","1","0.5","1.833333","22.66913"
"1","1.2","0.4","1","1","0.5","1.833333","22.66913"
"2","1.2","0.4","1","1","0.5","1.833333","22.66913"
"3","1.2","0.4","1","1","0.5","1.833333","22.66913"
"4","1.2","0.4","1","1","0.5","1.833333","22.66913"
"5","1.2","0.4","1","1","0.5","1.833333","22.66913"
"1","1.2","0.5","1","1","0.5","1.833333","22.66913"
"2","1.2","0.5","1","1","0.5","1.833333","22.66913"
"3","1.2","0.5","1","1","0.5","1.833333","22.66913"
"4","1.2","0.5","1","1","0.5","1.833333","22.66913"
"5","1.2","0.5","1","1","0.5","1.833333","22.66913"
"1","1.2","0.1","1.5","1","0.5","1.500396","1.740147"
"2","1.2","0.1","1.5","1","0.5","1.500396","1.740147"
"3","1.2","0.1","1.5","1","0.5","1.500396","1.732656"
"4","1.2","0.1","1.5","1","0.5","1.500396","1.740147"
"5","1.2","0.1","1.5","1","0.5","1.500396","1.732656"
"1","1.2","0.2","1.5","1","0.5","1.493728","1.787346"
"2","1.2","0.2","1.5","1","0.5","1.493728","1.805026"
"3","1.2","0.2","1.5","1","0.5","1.493728","1.787346"
"4","1.2","0.2","1.5","1","0.5","1.493728","1.787346"
"5","1.2","0.2","1.5","1","0.5","1.493728","1.787346"
"1","1.2","0.3","1.5","1","0.5","1.833333","22.66913"
"2","1.2","0.3","1.5","1","0.5","1.833333","22.66913"
"3","1.2","0.3","1.5","1","0.5","1.833333","22.66913"
"4","1.2","0.3","1.5","1","0.5","1.833333","22.66913"
"5","1.2","0.3","1.5","1","0.5","1.833333","22.66913"
"1","1.2","0.4","1.5","1","0.5","1.833333","22.66913"
"2","1.2","0.4","1.5","1","0.5","1.833333","22.66913"
"3","1.2","0.4","1.5","1","0.5","1.833333","22.66913"
"4","1.2","0.4","1.5","1","0.5","1.833333","22.66913"
"5","1.2","0.4","1.5","1","0.5","1.833333","22.66913"
"1","1.2","0.5","1.5","1","0.5","1.833333","22.66913"
"2","1.2","0.5","1.5","1","0.5","1.833333","22.66913"
"3","1.2","0.5","1.5","1","0.5","1.833333","22.66913"
"4","1.2","0.5","1.5","1","0.5","1.833333","22.66913"
"5","1.2","0.5","1.5","1","0.5","1.833333","22.66913"
"1","1.2","0.1","2","1","0.5","1.498599","1.692461"
"2","1.2","0.1","2","1","0.5","1.498599","1.692461"
"3","1.2","0.1","2","1","0.5","1.490486","1.700045"
"4","1.2","0.1","2","1","0.5","1.498599","1.705933"
"5","1.2","0.1","2","1","0.5","1.498599","1.692462"
"1","1.2","0.2","2","1","0.5","1.493728","1.761676"
"2","1.2","0.2","2","1","0.5","1.493728","1.787346"
"3","1.2","0.2","2","1","0.5","1.49678","1.76066"
"4","1.2","0.2","2","1","0.5","1.493728","1.750721"
"5","1.2","0.2","2","1","0.5","1.493728","1.739941"
"1","1.2","0.3","2","1","0.5","1.833333","22.66913"
"2","1.2","0.3","2","1","0.5","1.833333","22.66913"
"3","1.2","0.3","2","1","0.5","1.833333","22.66913"
"4","1.2","0.3","2","1","0.5","1.833333","22.66913"
"5","1.2","0.3","2","1","0.5","1.833333","22.66913"
"1","1.2","0.4","2","1","0.5","1.833333","22.66913"
"2","1.2","0.4","2","1","0.5","1.833333","22.66913"
"3","1.2","0.4","2","1","0.5","1.833333","22.66913"
"4","1.2","0.4","2","1","0.5","1.833333","22.66913"
"5","1.2","0.4","2","1","0.5","1.833333","22.66913"
"1","1.2","0.5","2","1","0.5","1.833333","22.66913"
"2","1.2","0.5","2","1","0.5","1.833333","22.66913"
"3","1.2","0.5","2","1","0.5","1.833333","22.66913"
"4","1.2","0.5","2","1","0.5","1.833333","22.66913"
"5","1.2","0.5","2","1","0.5","1.833333","22.66913"
"1","1.2","0.1","0","1.5","0.5","1.705628","2.664172"
"2","1.2","0.1","0","1.5","0.5","1.461717","2.189992"
"3","1.2","0.1","0","1.5","0.5","1.708132","2.465921"
"4","1.2","0.1","0","1.5","0.5","1.639971","2.639079"
"5","1.2","0.1","0","1.5","0.5","1.713224","2.666926"
"1","1.2","0.2","0","1.5","0.5","1.385702","2.66961"
"2","1.2","0.2","0","1.5","0.5","1.244294","4.462133"
"3","1.2","0.2","0","1.5","0.5","1.245039","4.457666"
"4","1.2","0.2","0","1.5","0.5","1.245319","4.458631"
"5","1.2","0.2","0","1.5","0.5","1.245268","4.45833"
"1","1.2","0.3","0","1.5","0.5","1.833333","22.66913"
"2","1.2","0.3","0","1.5","0.5","1.833333","22.66913"
"3","1.2","0.3","0","1.5","0.5","1.833333","22.66913"
"4","1.2","0.3","0","1.5","0.5","1.833333","22.66913"
"5","1.2","0.3","0","1.5","0.5","1.833333","22.66913"
"1","1.2","0.4","0","1.5","0.5","1.833333","22.66913"
"2","1.2","0.4","0","1.5","0.5","1.833333","22.66913"
"3","1.2","0.4","0","1.5","0.5","1.833333","22.66913"
"4","1.2","0.4","0","1.5","0.5","1.833333","22.66913"
"5","1.2","0.4","0","1.5","0.5","1.833333","22.66913"
"1","1.2","0.5","0","1.5","0.5","1.833333","22.66913"
"2","1.2","0.5","0","1.5","0.5","1.833333","22.66913"
"3","1.2","0.5","0","1.5","0.5","1.833333","22.66913"
"4","1.2","0.5","0","1.5","0.5","1.833333","22.66913"
"5","1.2","0.5","0","1.5","0.5","1.833333","22.66913"
"1","1.2","0.1","0.5","1.5","0.5","1.415117","3.633356"
"2","1.2","0.1","0.5","1.5","0.5","1.484522","3.845554"
"3","1.2","0.1","0.5","1.5","0.5","1.41502","3.634578"
"4","1.2","0.1","0.5","1.5","0.5","1.557236","2.054157"
"5","1.2","0.1","0.5","1.5","0.5","1.417194","3.63855"
"1","1.2","0.2","0.5","1.5","0.5","1.385681","2.669613"
"2","1.2","0.2","0.5","1.5","0.5","1.244263","4.459054"
"3","1.2","0.2","0.5","1.5","0.5","1.245014","4.459083"
"4","1.2","0.2","0.5","1.5","0.5","1.252676","4.360771"
"5","1.2","0.2","0.5","1.5","0.5","1.245051","4.457469"
"1","1.2","0.3","0.5","1.5","0.5","1.833333","22.66913"
"2","1.2","0.3","0.5","1.5","0.5","1.833333","22.66913"
"3","1.2","0.3","0.5","1.5","0.5","1.833333","22.66913"
"4","1.2","0.3","0.5","1.5","0.5","1.833333","22.66913"
"5","1.2","0.3","0.5","1.5","0.5","1.833333","22.66913"
"1","1.2","0.4","0.5","1.5","0.5","1.833333","22.66913"
"2","1.2","0.4","0.5","1.5","0.5","1.833333","22.66913"
"3","1.2","0.4","0.5","1.5","0.5","1.833333","22.66913"
"4","1.2","0.4","0.5","1.5","0.5","1.833333","22.66913"
"5","1.2","0.4","0.5","1.5","0.5","1.833333","22.66913"
"1","1.2","0.5","0.5","1.5","0.5","1.833333","22.66913"
"2","1.2","0.5","0.5","1.5","0.5","1.833333","22.66913"
"3","1.2","0.5","0.5","1.5","0.5","1.833333","22.66913"
"4","1.2","0.5","0.5","1.5","0.5","1.833333","22.66913"
"5","1.2","0.5","0.5","1.5","0.5","1.833333","22.66913"
"1","1.2","0.1","1","1.5","0.5","1.615325","6.69321"
"2","1.2","0.1","1","1.5","0.5","1.627938","6.992711"
"3","1.2","0.1","1","1.5","0.5","1.632567","6.993524"
"4","1.2","0.1","1","1.5","0.5","1.613776","6.939022"
"5","1.2","0.1","1","1.5","0.5","1.62132","6.815938"
"1","1.2","0.2","1","1.5","0.5","1.523556","7.623752"
"2","1.2","0.2","1","1.5","0.5","1.51509","7.383421"
"3","1.2","0.2","1","1.5","0.5","1.528953","7.465412"
"4","1.2","0.2","1","1.5","0.5","1.511393","7.345056"
"5","1.2","0.2","1","1.5","0.5","1.503535","6.852085"
"1","1.2","0.3","1","1.5","0.5","1.833333","22.66913"
"2","1.2","0.3","1","1.5","0.5","1.833333","22.66913"
"3","1.2","0.3","1","1.5","0.5","1.833333","22.66913"
"4","1.2","0.3","1","1.5","0.5","1.833333","22.66913"
"5","1.2","0.3","1","1.5","0.5","1.833333","22.66913"
"1","1.2","0.4","1","1.5","0.5","1.833333","22.66913"
"2","1.2","0.4","1","1.5","0.5","1.833333","22.66913"
"3","1.2","0.4","1","1.5","0.5","1.833333","22.66913"
"4","1.2","0.4","1","1.5","0.5","1.833333","22.66913"
"5","1.2","0.4","1","1.5","0.5","1.833333","22.66913"
"1","1.2","0.5","1","1.5","0.5","1.833333","22.66913"
"2","1.2","0.5","1","1.5","0.5","1.833333","22.66913"
"3","1.2","0.5","1","1.5","0.5","1.833333","22.66913"
"4","1.2","0.5","1","1.5","0.5","1.833333","22.66913"
"5","1.2","0.5","1","1.5","0.5","1.833333","22.66913"
"1","1.2","0.1","1.5","1.5","0.5","2.047009","6.99254"
"2","1.2","0.1","1.5","1.5","0.5","1.490598","1.737482"
"3","1.2","0.1","1.5","1.5","0.5","1.207262","0.749893"
"4","1.2","0.1","1.5","1.5","0.5","1.942677","7.238738"
"5","1.2","0.1","1.5","1.5","0.5","1.433098","3.475638"
"1","1.2","0.2","1.5","1.5","0.5","0.6865688","1.566067"
"2","1.2","0.2","1.5","1.5","0.5","1.491235","6.848717"
"3","1.2","0.2","1.5","1.5","0.5","1.493728","1.750721"
"4","1.2","0.2","1.5","1.5","0.5","0.9493849","1.753165"
"5","1.2","0.2","1.5","1.5","0.5","0.7506256","1.515443"
"1","1.2","0.3","1.5","1.5","0.5","1.833333","22.66913"
"2","1.2","0.3","1.5","1.5","0.5","1.833333","22.66913"
"3","1.2","0.3","1.5","1.5","0.5","1.833333","22.66913"
"4","1.2","0.3","1.5","1.5","0.5","1.833333","22.66913"
"5","1.2","0.3","1.5","1.5","0.5","1.833333","22.66913"
"1","1.2","0.4","1.5","1.5","0.5","1.833333","22.66913"
"2","1.2","0.4","1.5","1.5","0.5","1.833333","22.66913"
"3","1.2","0.4","1.5","1.5","0.5","1.833333","22.66913"
"4","1.2","0.4","1.5","1.5","0.5","1.833333","22.66913"
"5","1.2","0.4","1.5","1.5","0.5","1.833333","22.66913"
"1","1.2","0.5","1.5","1.5","0.5","1.833333","22.66913"
"2","1.2","0.5","1.5","1.5","0.5","1.833333","22.66913"
"3","1.2","0.5","1.5","1.5","0.5","1.833333","22.66913"
"4","1.2","0.5","1.5","1.5","0.5","1.833333","22.66913"
"5","1.2","0.5","1.5","1.5","0.5","1.833333","22.66913"
"1","1.2","0.1","2","1.5","0.5","1.498599","1.692462"
"2","1.2","0.1","2","1.5","0.5","1.498599","1.692462"
"3","1.2","0.1","2","1.5","0.5","1.498599","1.688153"
"4","1.2","0.1","2","1.5","0.5","1.489972","1.706319"
"5","1.2","0.1","2","1.5","0.5","1.498599","1.692462"
"1","1.2","0.2","2","1.5","0.5","1.493726","1.728886"
"2","1.2","0.2","2","1.5","0.5","1.633521","14.18662"
"3","1.2","0.2","2","1.5","0.5","1.614983","14.7582"
"4","1.2","0.2","2","1.5","0.5","1.493728","1.761676"
"5","1.2","0.2","2","1.5","0.5","1.49678","1.728885"
"1","1.2","0.3","2","1.5","0.5","1.833333","22.66913"
"2","1.2","0.3","2","1.5","0.5","1.833333","22.66913"
"3","1.2","0.3","2","1.5","0.5","1.833333","22.66913"
"4","1.2","0.3","2","1.5","0.5","1.833333","22.66913"
"5","1.2","0.3","2","1.5","0.5","1.833333","22.66913"
"1","1.2","0.4","2","1.5","0.5","1.833333","22.66913"
"2","1.2","0.4","2","1.5","0.5","1.833333","22.66913"
"3","1.2","0.4","2","1.5","0.5","1.833333","22.66913"
"4","1.2","0.4","2","1.5","0.5","1.833333","22.66913"
"5","1.2","0.4","2","1.5","0.5","1.833333","22.66913"
"1","1.2","0.5","2","1.5","0.5","1.833333","22.66913"
"2","1.2","0.5","2","1.5","0.5","1.833333","22.66913"
"3","1.2","0.5","2","1.5","0.5","1.833333","22.66913"
"4","1.2","0.5","2","1.5","0.5","1.833333","22.66913"
"5","1.2","0.5","2","1.5","0.5","1.833333","22.66913"
"1","1.2","0.1","0","2","0.5","1.705628","2.664172"
"2","1.2","0.1","0","2","0.5","1.461717","2.189992"
"3","1.2","0.1","0","2","0.5","1.708132","2.465921"
"4","1.2","0.1","0","2","0.5","1.639971","2.639079"
"5","1.2","0.1","0","2","0.5","1.713224","2.666926"
"1","1.2","0.2","0","2","0.5","1.385702","2.66961"
"2","1.2","0.2","0","2","0.5","1.244287","4.458851"
"3","1.2","0.2","0","2","0.5","1.245026","4.457607"
"4","1.2","0.2","0","2","0.5","1.245334","4.458687"
"5","1.2","0.2","0","2","0.5","1.245238","4.458204"
"1","1.2","0.3","0","2","0.5","1.833333","22.66913"
"2","1.2","0.3","0","2","0.5","1.833333","22.66913"
"3","1.2","0.3","0","2","0.5","1.833333","22.66913"
"4","1.2","0.3","0","2","0.5","1.833333","22.66913"
"5","1.2","0.3","0","2","0.5","1.833333","22.66913"
"1","1.2","0.4","0","2","0.5","1.833333","22.66913"
"2","1.2","0.4","0","2","0.5","1.833333","22.66913"
"3","1.2","0.4","0","2","0.5","1.833333","22.66913"
"4","1.2","0.4","0","2","0.5","1.833333","22.66913"
"5","1.2","0.4","0","2","0.5","1.833333","22.66913"
"1","1.2","0.5","0","2","0.5","1.833333","22.66913"
"2","1.2","0.5","0","2","0.5","1.833333","22.66913"
"3","1.2","0.5","0","2","0.5","1.833333","22.66913"
"4","1.2","0.5","0","2","0.5","1.833333","22.66913"
"5","1.2","0.5","0","2","0.5","1.833333","22.66913"
"1","1.2","0.1","0.5","2","0.5","1.417","3.631312"
"2","1.2","0.1","0.5","2","0.5","1.484555","3.845523"
"3","1.2","0.1","0.5","2","0.5","1.41515","3.627462"
"4","1.2","0.1","0.5","2","0.5","1.557227","2.054158"
"5","1.2","0.1","0.5","2","0.5","1.417318","3.639348"
"1","1.2","0.2","0.5","2","0.5","1.385681","2.669613"
"2","1.2","0.2","0.5","2","0.5","1.244271","4.456425"
"3","1.2","0.2","0.5","2","0.5","1.245039","4.459073"
"4","1.2","0.2","0.5","2","0.5","1.252624","4.363633"
"5","1.2","0.2","0.5","2","0.5","1.245122","4.457738"
"1","1.2","0.3","0.5","2","0.5","1.833333","22.66913"
"2","1.2","0.3","0.5","2","0.5","1.833333","22.66913"
"3","1.2","0.3","0.5","2","0.5","1.833333","22.66913"
"4","1.2","0.3","0.5","2","0.5","1.833333","22.66913"
"5","1.2","0.3","0.5","2","0.5","1.833333","22.66913"
"1","1.2","0.4","0.5","2","0.5","1.833333","22.66913"
"2","1.2","0.4","0.5","2","0.5","1.833333","22.66913"
"3","1.2","0.4","0.5","2","0.5","1.833333","22.66913"
"4","1.2","0.4","0.5","2","0.5","1.833333","22.66913"
"5","1.2","0.4","0.5","2","0.5","1.833333","22.66913"
"1","1.2","0.5","0.5","2","0.5","1.833333","22.66913"
"2","1.2","0.5","0.5","2","0.5","1.833333","22.66913"
"3","1.2","0.5","0.5","2","0.5","1.833333","22.66913"
"4","1.2","0.5","0.5","2","0.5","1.833333","22.66913"
"5","1.2","0.5","0.5","2","0.5","1.833333","22.66913"
"1","1.2","0.1","1","2","0.5","1.615271","6.692631"
"2","1.2","0.1","1","2","0.5","1.628381","7.003896"
"3","1.2","0.1","1","2","0.5","1.626688","6.586293"
"4","1.2","0.1","1","2","0.5","1.61606","7.012176"
"5","1.2","0.1","1","2","0.5","1.617618","6.639099"
"1","1.2","0.2","1","2","0.5","1.505989","7.111977"
"2","1.2","0.2","1","2","0.5","1.500782","6.863537"
"3","1.2","0.2","1","2","0.5","1.525881","7.357303"
"4","1.2","0.2","1","2","0.5","1.514208","7.394889"
"5","1.2","0.2","1","2","0.5","1.503454","6.853535"
"1","1.2","0.3","1","2","0.5","1.833333","22.66913"
"2","1.2","0.3","1","2","0.5","1.833333","22.66913"
"3","1.2","0.3","1","2","0.5","1.833333","22.66913"
"4","1.2","0.3","1","2","0.5","1.833333","22.66913"
"5","1.2","0.3","1","2","0.5","1.833333","22.66913"
"1","1.2","0.4","1","2","0.5","1.833333","22.66913"
"2","1.2","0.4","1","2","0.5","1.833333","22.66913"
"3","1.2","0.4","1","2","0.5","1.833333","22.66913"
"4","1.2","0.4","1","2","0.5","1.833333","22.66913"
"5","1.2","0.4","1","2","0.5","1.833333","22.66913"
"1","1.2","0.5","1","2","0.5","1.833333","22.66913"
"2","1.2","0.5","1","2","0.5","1.833333","22.66913"
"3","1.2","0.5","1","2","0.5","1.833333","22.66913"
"4","1.2","0.5","1","2","0.5","1.833333","22.66913"
"5","1.2","0.5","1","2","0.5","1.833333","22.66913"
"1","1.2","0.1","1.5","2","0.5","1.608614","6.67009"
"2","1.2","0.1","1.5","2","0.5","1.955286","7.125738"
"3","1.2","0.1","1.5","2","0.5","1.654052","7.44302"
"4","1.2","0.1","1.5","2","0.5","2.033258","6.991087"
"5","1.2","0.1","1.5","2","0.5","1.618876","6.971779"
"1","1.2","0.2","1.5","2","0.5","1.755854","16.46745"
"2","1.2","0.2","1.5","2","0.5","1.697433","15.03692"
"3","1.2","0.2","1.5","2","0.5","1.965172","7.270945"
"4","1.2","0.2","1.5","2","0.5","1.518219","7.501302"
