"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20"
-51.70459237831,-70.7161887389524,54.5301523726049,42.0171084803071,-9.18582929265673,-33.03085050846,10.8833816728624,40.077392164263,-50.2803392895243,-10.7624583123851,5.45985805238999,14.013131773662,-25.8617324538901,10.0694392365635,-8.6976476175946,-15.7473614015084,-55.8456898584731,23.8832946136226,10.3655858073334,4.8769937072439
44.3955927038442,15.9350879724775,20.2282469162879,2.42992852420782,1.04542154953243,-7.6561059184215,-3.47999477847371,-16.9128604478101,-24.2037559135193,11.9756177096778,15.6796481632908,4.35104869805341,8.42784033097941,6.79994914162974,-9.01649948488566,14.4765334458935,-17.3666945527466,-13.0537345756296,18.7597309363772,12.2309902282998
-39.5219690736263,-21.7340394366399,4.44462819984692,75.6803073116371,-6.11363623030889,-36.4943754813109,-48.1969284306327,37.4794140218884,-3.51704366304994,-3.25941756925781,36.1817157450054,27.2357070749369,-20.4150241499172,60.4304082337293,10.2744634167787,45.7728485281022,34.270810257137,1.18315091138682,-12.7320226885107,-0.161979287947498
15.511727183061,-27.3053612263064,5.8158051329089,26.5667929983593,-27.2989652886677,3.3407068920284,18.1440221012275,-4.82376203106138,-9.33359486533402,-11.9873289177962,-0.286010631015209,0.678682053016352,7.91207489439531,14.098076455293,-5.52296458230076,17.5479664511509,3.73422832689476,8.26831050552135,-4.81792669921578,4.11649132275864
13.91473923888,22.0508414660992,16.1626999468319,-3.69675299991088,-29.5852799672417,-17.5373705308782,-6.36915140024396,6.88043991781627,3.1141999864755,0.937968120950502,15.6888576842146,15.8405816847268,-4.71996998097555,-5.20308749251168,-0.543346633663528,11.2277266321883,21.1316452604709,6.67227888253584,-24.7292244181251,-13.8974531356919
20.38559386527,-2.24338630427168,-23.6319064336746,10.0940073844217,-38.8754241589159,21.9723251452385,-3.98674594121094,9.13187673468206,-3.98084612973388,4.49771512263622,6.94171776290015,26.8320034007221,-0.0386389537514551,2.23514650008655,12.4567023506766,-2.6193026836718,-4.99318295136816,12.9650780885725,0.418304238653188,-3.5478573935074
3.46827812853566,-38.5025360811541,40.1845973907722,13.7252429996801,-7.63947579391669,27.8332623181456,13.5286774433842,8.79168037358638,1.719924971539,-17.2461228000623,-3.60406412695388,12.8470959558164,23.0640425641089,0.522224109678037,-12.5614997624477,12.8693689814844,-0.145858214381987,-9.15375909241861,8.64887636742904,21.4699365714967
32.207917230414,-15.7025705189207,23.5175716171945,34.5726154745185,-23.5855575331338,6.60182374333689,-38.4488531997279,2.54174018353151,32.1516728450818,-5.83369948918149,-7.89639783925134,16.2684210290904,-9.03779694752933,-25.3631360812661,-0.0802884667039547,-18.4031098042099,14.682848701908,6.04783269616192,20.161993664751,2.34322619911127
12.5882533788904,-5.13902993443827,-40.1127648611595,10.8398426645884,4.29959178090853,2.00371201815609,11.8086629240051,12.2959798607902,-13.6657955831152,-0.0992111278478121,3.65800241662337,6.02693227595972,-13.4145520844975,-5.14007296931584,7.82051167858032,-19.5695043725631,-13.2007667323586,6.57251592736264,1.33583000848616,3.19758830053204
11.288835699614,-52.5473204631014,57.2530827164844,13.3785827972452,0.892854531079538,28.7798742297515,8.86530790579409,-0.0453228770459256,-3.19932318730822,3.70546018169968,-13.4190610302249,-8.81236617539537,15.4985525422149,4.11348596373388,-18.3450415057895,-8.15177887846469,-3.89509037016968,-4.74879261859497,0.329625587148853,-8.97540886095743
-4.36326278543578,-14.2624248328244,41.3580072144535,10.9499613993925,-13.1957515451822,10.9081024821377,-5.45967470304775,1.16509370392215,-4.4198522420273,-10.5490848064258,-5.32265061294157,-0.673884596527565,-0.339130420721304,2.29142861749185,-3.74936031191399,1.36123967287394,-0.539122756153768,8.70227531986121,-5.26486485477739,13.3184281653528
-3.90416148198619,-40.2217744260156,28.1862518936032,38.4062183504944,-46.1701327176945,-26.4975993821975,-12.3462972386625,5.84680125686531,8.10087876340038,-14.6327774930298,0.554390825818573,-18.6651426856683,-10.4988794181951,16.8367408501425,9.71153595270765,23.4012467784336,16.1089218426611,9.95612823172588,-14.309588852127,-16.3449205501381
11.3814893663023,-11.8444683135618,1.27019393098825,-0.369051896878916,-26.2749304621249,8.64142489604914,0.580562139254484,20.3231018995668,1.73342309190836,-8.06720356730662,6.44196584907608,-2.96520246705393,1.11348591784413,5.94451026281421,-3.12570470562064,1.76215125409351,5.71757343097945,-0.0829286058572062,-9.86045580621734,-4.99697315795055
-38.8085074307407,-90.276327357468,22.0931399823497,-82.5626699105177,69.5679228229153,-37.94010896779,43.4859168029274,76.1344902028599,-9.52323148678896,119.226798250592,6.43256726792582,-75.4643407689986,-138.101513296601,-12.3997849949131,-110.092429919963,39.725148678869,19.4070696011203,13.2700935485673,41.6237870408695,-7.51239304507867
-68.3008382635953,-27.9008819394282,-24.0319569786407,-67.4744583979175,2.13890044388966,10.1367306432909,-48.2163486872631,-40.2007626177359,42.9325240638877,-62.3489592359387,-11.8758549139757,-3.33018173637737,-60.4318908822166,34.2201432478125,40.2572440423494,27.4008741570726,7.15254017464614,-4.82362561316203,33.2344161157466,15.0579980520186
49.0842071303842,15.5585022064143,-31.3939024572564,-14.1447848072612,-16.6475280972443,-7.41059879400537,-4.93563473524585,25.3071192850104,8.65772386030495,-10.5842796432223,-4.00730545024024,15.4496345943788,2.96059364931162,-15.966864755433,-10.3035800897338,6.86564367219323,6.13968353294105,14.065948414166,-15.8484208399804,5.08206950283828
18.4740880345621,-25.9990956283397,16.822270078204,-3.19272998219481,17.1822053225688,8.0526710080387,23.470809048048,-7.89792834918621,9.76020395842557,5.16164378070413,3.71834257205805,-7.56639982893149,21.594019106991,0.468138898957531,11.1496051413508,15.3910322040114,8.96044304555727,14.4626690368301,3.5935947261608,-12.3187918602211
47.7585299800685,-8.40674773495066,-33.5484134226491,-11.1301045537863,81.9484349330142,18.4936681055996,47.6803209561316,7.10589403261942,33.800442448037,-27.7742239226104,6.61089475441733,23.2928018592145,-0.559602496703204,40.1376519541323,13.6229490506744,10.6522436441422,-17.9591844269651,6.23119054069881,-6.07032808954656,0.422358704477329
23.6936019120348,14.8356371209751,-19.0064832054965,-20.3813494753872,-8.73784563800507,4.13099688734508,-26.4086071708896,39.2376904597591,-3.65410515623204,-8.98950773561447,-26.9703043129744,-3.77033715699186,13.6746503879763,1.61265055684108,-0.733478946455034,10.8855413412237,-0.673085866702372,15.3375535868654,-3.96465851114373,-12.1028565221732
62.3097659439734,54.6797365433569,-35.8854138595222,-51.5428050529873,12.331062349416,-41.1359757504838,-54.4079501672433,82.7077471958197,-17.5955113574694,-19.5065479198244,-65.5206366764287,-22.3984826958398,24.2661926755989,3.04688389958466,0.703451443094012,-12.6783921941277,1.93834012456079,23.0988909552326,3.07081306209169,9.87165964491152
38.6031563341224,-21.4587838525615,33.7136450227886,-4.73644210912853,5.05777053448567,38.0266773913033,-64.4658894885186,-24.5961341004678,2.06843911893022,19.3205452667009,-22.3857714456544,32.7340038595108,4.31578854318038,13.0499154366412,-1.68543416557087,-1.3850844118947,-7.84267337655299,8.85750459117987,14.9075828529288,-8.09236049150392
