sample_id,LymphocytesPN,StromaPN,TumorPN,LymphocytesSN,StromaSN,TumorSN
TCGA.73.4675,0,19.39950469,16.81775447,0,0.635195223,0.364804777
TCGA.73.4676,0,15.72762866,16.31804242,0,0.428307489,0.571692511
TCGA.73.4677,1.908010321,16.10214377,18.47398256,0.035477859,0.375553362,0.588968779
TCGA.73.7498,0.589843415,15.95124087,18.18830309,0.019372776,0.413737329,0.566889895
TCGA.73.7499,0.523426854,14.16250659,10.55506149,0.00657467,0.754791865,0.238633465
TCGA.73.A9RS,0.055677775,15.1543034,15.36748843,0.000717977,0.412022127,0.587259896
TCGA.75.5125,0.008700706,17.19808499,14.83561391,4.56E-05,0.73532532,0.264629105
TCGA.75.5126,0,17.59229285,15.82291195,0,0.650362555,0.349637445
TCGA.75.5146,0.908932027,17.51743772,18.75439452,0.012299538,0.327470035,0.660230427
TCGA.75.5147,0.27677417,20.06704391,20.86640738,0.003470781,0.364425229,0.63210399
TCGA.75.6207,0.479919356,13.61143077,14.79171236,0.004477486,0.328621494,0.666901019
TCGA.75.7025,0.006166546,14.16642875,15.22872514,1.71E-05,0.330554604,0.669428343
TCGA.75.7027,1.837400736,3.387862438,9.549072566,0.019878848,0.033780264,0.946340887
TCGA.75.7030,1.196759035,11.81872845,15.87587025,0.015432645,0.143153629,0.841413726
TCGA.75.7031,0.68432968,1.824850133,5.978899072,0.009317315,0.041962133,0.948720552
TCGA.78.7145,0.161499679,4.539318109,7.836881672,0.002677977,0.046627096,0.950694927
TCGA.78.7146,0.219408863,8.648012792,11.71215144,0.001992539,0.132344803,0.865662658
TCGA.78.7147,8.549329785,14.13066565,19.78224814,0.188596127,0.275828828,0.535575045
TCGA.78.7148,0.436247298,7.481730757,11.99855722,0.005155484,0.124657399,0.870187116
TCGA.78.7149,1.209308996,7.459542285,12.60199698,0.01412649,0.155703119,0.830170391
TCGA.78.7150,1.543829617,9.299068092,13.17226049,0.022446182,0.162535268,0.81501855
TCGA.78.7152,7.610810159,12.46191511,18.15429714,0.154316085,0.233223372,0.612460543
TCGA.78.7153,1.632891819,6.785387655,11.50019606,0.043141345,0.134805371,0.822053285
TCGA.78.7154,0,2.037010703,6.383126845,0,0.016707916,0.983292084
TCGA.78.7156,1.16688794,1.3645802,7.854257469,0.01280866,0.009880278,0.977311062
TCGA.78.7158,1.157433784,0.386013166,7.280773362,0.011216331,0.003207818,0.985575851
TCGA.78.7160,1.943524302,14.76103003,20.6794304,0.033589439,0.294965738,0.671444823
TCGA.78.7161,0.631625892,10.71030092,15.15252001,0.012497393,0.243111555,0.744391052
TCGA.78.7163,0.502635229,5.753286319,17.19199345,0.00928643,0.116399562,0.874314007
TCGA.78.7166,0.096017995,16.73263683,17.97791576,0.000933645,0.365633865,0.63343249
TCGA.78.7167,1.5587529,1.685253582,11.42912707,0.017993926,0.024884761,0.957121313
TCGA.78.7220,0,18.43795829,19.79638664,0,0.315083723,0.684916277
TCGA.78.7535,2.06326377,0.205153679,7.26643615,0.02531512,0.001473942,0.973210938
TCGA.78.7536,16.90352897,5.147605506,19.70423623,0.542415803,0.08534854,0.372235657
TCGA.78.7537,4.119348808,0.881287153,15.22784132,0.068486243,0.011295928,0.920217829
TCGA.78.7539,0.104984993,3.462709057,8.659060017,0.001058558,0.057082677,0.941858765
TCGA.78.7540,2.793343052,3.74971703,13.89654021,0.034834684,0.054427814,0.910737501
TCGA.78.7542,4.984885306,2.275687946,10.35646939,0.06637751,0.031484478,0.902138012
TCGA.78.7633,1.221571215,1.603573827,9.794612605,0.020516172,0.019751034,0.959732794
TCGA.78.8640,0,14.38640861,12.94540583,0,0.701497993,0.298502007
TCGA.86.8055,0.034479885,13.47602756,16.14207775,0.00026947,0.413562671,0.586167859
TCGA.86.8056,0.445451813,17.31770883,18.10213477,0.006633363,0.405050706,0.588315931
TCGA.86.8073,0.064537581,14.71101973,15.2557883,0.000525131,0.625648723,0.373826146
TCGA.86.8074,0.049623275,9.266142423,12.60995344,0.000719978,0.176550008,0.822730015
TCGA.86.8075,0.001002394,13.1104122,13.4551819,3.53E-07,0.513439975,0.486559672
TCGA.86.8278,0.010027472,14.23168791,17.61751763,6.60E-05,0.355723495,0.644210502
TCGA.86.8279,0.004731529,12.53674347,13.49930181,1.60E-05,0.346758046,0.653225949
TCGA.86.8280,0.447552826,11.24380233,9.511134979,0.009367962,0.70937253,0.281259508
TCGA.86.8281,2.991263243,12.68965112,16.71766198,0.063150374,0.238885335,0.697964291
TCGA.86.8358,1.385983614,13.79343984,13.83759014,0.022772747,0.367942123,0.60928513
TCGA.86.8359,0.752061133,12.08160807,14.24383512,0.010549945,0.26229987,0.727150185
TCGA.86.8585,0.81274484,14.81434895,12.52670581,0.013675994,0.767122902,0.219201104
TCGA.86.8668,0.178329632,20.51137752,21.49940606,0.002519859,0.452792891,0.54468725
TCGA.86.8669,1.698270705,7.635490692,12.73997945,0.025654217,0.097925367,0.876420416
TCGA.86.8671,7.469430564,14.386689,1.184136213,0.26734056,0.718327966,0.014331474
TCGA.86.8672,0.096827902,10.15167875,6.985877413,0.001152689,0.887611386,0.111235925
TCGA.86.8674,0.068872951,16.59676384,17.06294432,0.000463649,0.522992812,0.476543539
TCGA.86.A4JF,0.694517299,9.294017424,5.073301925,0.010904138,0.897149367,0.091946495
TCGA.86.A4P7,0.052006418,12.25817529,21.44042792,0.000762526,0.293568507,0.705668968
TCGA.86.A4P8,0.213074023,15.53476593,17.56338458,0.002008096,0.319685821,0.678306084
TCGA.93.7347,7.513756,13.70139909,11.24642964,0.154347258,0.499049609,0.346603133
TCGA.93.8067,0.055349162,14.45803757,15.69127377,0.001011724,0.357363656,0.64162462
TCGA.93.A4JN,1.943436322,12.66400301,14.23664333,0.037985347,0.289917667,0.672096986
TCGA.93.A4JO,3.361663201,17.21939551,16.99062564,0.101578826,0.535348751,0.363072424
TCGA.93.A4JP,0,5.761400767,9.733688466,0,0.072018247,0.927981753
TCGA.93.A4JQ,1.223079998,15.10640803,13.87641396,0.026403214,0.626779028,0.346817758
TCGA.95.7039,0.103988787,14.30402033,12.80006783,0.00110463,0.463172537,0.535722833
TCGA.95.7043,0.0092539,3.926267728,7.492341088,5.13E-05,0.04855807,0.951390629
TCGA.95.7562,2.224067211,6.425797198,12.81273178,0.035843725,0.093334601,0.870821674
TCGA.95.7567,4.045593033,1.45222342,9.065600771,0.112768938,0.021049711,0.866181351
TCGA.95.7944,0.708650619,17.93642702,16.38443457,0.010204291,0.702945637,0.286850072
TCGA.95.7947,0.973034163,12.40164907,15.40201804,0.013378931,0.307535745,0.679085324
TCGA.95.7948,0.698802318,5.292371914,9.565229244,0.008282871,0.085522,0.906195129
TCGA.95.8039,0.857730795,16.63152634,17.41157181,0.019029694,0.329545513,0.651424793
TCGA.95.8494,0,5.076035949,8.294492641,0,0.073201493,0.926798507
TCGA.95.A4VK,1.817360494,13.08254892,11.27995193,0.032657117,0.537111375,0.430231508
TCGA.95.A4VN,0.914970807,1.196894522,6.112610819,0.013186849,0.010287279,0.976525873
